text,date,retweets,favorites,negative,neutral,positive,compound
I just figured out how to send a vn on snapchat,2018-02-18 14:36:33,0,1,0.0,1.0,0.0,0.0
Thank god,2018-02-18 14:36:33,0,1,0.0,0.0,1.0,0.5574
But it will happen when I get a nigga. Besides snapchat https://twitter.com/hecraveskay/status/965022742826438658 …,2018-02-18 14:36:27,0,0,0.0,1.0,0.0,0.0
@ Snapchat @ facebook @ Twitter are the downfall of America. A platform to brainwash generations to come.,2018-02-18 14:36:25,0,0,0.0,1.0,0.0,0.0
Saw this queen in the background of a Snapchat article that wasn’t even about him # iconic # nicetoseeyou @ tyleroakleypic.twitter.com/HFJEYw5fm9,2018-02-18 14:36:21,0,0,0.0,1.0,0.0,0.0
You know it was a good day when you keep looking at your Snapchat story on repeat,2018-02-18 14:36:16,1,16,0.0,0.838,0.162,0.4404
or snapchat,2018-02-18 14:36:15,0,0,0.0,1.0,0.0,0.0
"Yeah tbf, get abit carried away on the old stories. Might just delete Snapchat for the night",2018-02-18 14:36:15,0,0,0.0,0.879,0.121,0.296
Looking at my my own Snapchat story and worrying I’m not ok,2018-02-18 14:36:14,0,1,0.3,0.7,0.0,-0.5086
Snapchat might as well be this is what i'm having for dinner. This is me in the bubble bath. This is me waking up. This is me taking a drink. Or im sorry this just made my night me seeing your shitty fucking night. Fuck off ya hairy,2018-02-18 14:36:13,0,0,0.161,0.8,0.039,-0.7635
I usually only Snapchat my beautiful boyfriend and that’s just wrong of me to do to the Twitts pic.twitter.com/IWHNjTUuoq,2018-02-18 14:36:12,0,4,0.135,0.696,0.17,0.2023
"Na sua opinião, para o que serve o Snapchat? — pra tirar fotos dos amiguinhos com os filtro quando eles nao tao olhando https://curiouscat.me/val_malinski/post/327118887?1518993290 …",2018-02-18 14:36:11,0,0,0.0,1.0,0.0,0.0
@ Snapchat I keep reporting an ad and yet there it still is! Why make an option to report if you just keep using it!? I don’t want to see these dumb ads,2018-02-18 14:36:11,0,1,0.117,0.844,0.039,-0.555
I have never once felt compelled to “turn sound on” for a clubbing Snapchat so please stop asking,2018-02-18 14:36:09,0,0,0.185,0.663,0.152,0.0938
FEMALES you ever add a guy back on Snap and right away they Snapchat you and you just know it’s either a dick pic or a mirror pic?!?,2018-02-18 14:36:06,0,5,0.141,0.859,0.0,-0.6062
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:36:04,0,0,0.0,0.75,0.25,0.6514
"I still have the old Snapchat and decided to go off it for a while, I’ve really got some sort of death wish.",2018-02-18 14:36:04,0,1,0.164,0.742,0.094,-0.4188
I’m still waiting for Instagram update snapchat was faster,2018-02-18 14:35:59,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:35:59,0,0,0.0,0.75,0.25,0.6514
# WanIzzNurhan # WanIzzNazmi # Snapchat # 我爱你 @Sungai Besar https://www.instagram.com/p/BfV9dogFpS7/,2018-02-18 14:35:58,0,0,0.0,1.0,0.0,0.0
"New @ Snapchat update is horrible: all I want to do is watch the snaps made by the people I follow, not bloody Brad from Illinois just because his was a 'popular' one. I'm not interested in American football, baseball or basketball for that matter but can't seem to get rid!",2018-02-18 14:35:57,0,0,0.077,0.839,0.084,-0.3111
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:35:55,0,0,0.0,0.75,0.25,0.6514
Ya me obsesione con Snapchat pic.twitter.com/y4lrLd5M8U,2018-02-18 14:35:53,1,1,0.0,1.0,0.0,0.0
My # snapchat still hasnt updated lol think they forgot me! Lol # luckyorslow,2018-02-18 14:35:53,0,1,0.151,0.648,0.2,0.1926
"I’m so gullible .. my best friend was at home yesterday, which I knew for a fact. This morning she told me she went to the concert, saw the concert from every angle, how stupid am I, I go and ask how was it... mate she meant from snapchat .. think sofia think",2018-02-18 14:35:46,0,1,0.104,0.772,0.124,0.2975
Kassek please you look like a feminist with the snapchat filter,2018-02-18 14:35:40,0,1,0.0,0.625,0.375,0.5859
Ok the Snapchat update isn’t THAT bad guys,2018-02-18 14:35:33,0,3,0.299,0.513,0.188,-0.3182
"Snapchat shoving stories into an awkward place to force the shallow ""news"" down your throat",2018-02-18 14:35:31,0,1,0.103,0.897,0.0,-0.1531
the best feeling in the world is getting validation that your snapchat story is funny https://twitter.com/kiersten_lux97/status/963577620884545537 …,2018-02-18 14:35:27,0,1,0.0,0.602,0.398,0.8225
is this the one you linked me before? the one where they had youtube and snapchat and was j**ook?,2018-02-18 14:35:26,0,0,0.0,1.0,0.0,0.0
“Snapchat from *sean”,2018-02-18 14:35:26,0,0,0.0,1.0,0.0,0.0
@ Snapchat the new update sucks ass change it back,2018-02-18 14:35:18,0,0,0.462,0.538,0.0,-0.7184
Ivan posted this on his Snapchat and deleted pic.twitter.com/Z5c4n1XvkR,2018-02-18 14:35:17,37,154,0.0,1.0,0.0,0.0
I'm pretty much fun on Snapchat if we have a streak,2018-02-18 14:35:17,0,0,0.0,0.552,0.448,0.7579
"R.I.P. Snapchat Born: September, 2011 Died: February, 2018",2018-02-18 14:35:16,2,6,0.34,0.66,0.0,-0.5574
I’m so ready for the old @ Snapchat to be back.....,2018-02-18 14:35:14,0,2,0.0,0.763,0.237,0.4201
ur so ugly snapchat filters make you look uglier,2018-02-18 14:35:14,0,0,0.492,0.508,0.0,-0.7778
New Snapchat update... # Confusion,2018-02-18 14:35:14,0,0,0.423,0.577,0.0,-0.296
What’s your Snapchat? — Chrisiechris87 https://curiouscat.me/2454112880/post/327326010?1518993229 …,2018-02-18 14:35:10,0,0,0.0,1.0,0.0,0.0
i like how all these ppl that talk shit about Drake are using his song lyrics as captions on snapchat/instagram,2018-02-18 14:35:08,0,4,0.156,0.736,0.108,-0.2732
Don’t ask me if I saw your snapchat story. I didn’t. I can’t find it.,2018-02-18 14:35:08,0,4,0.0,1.0,0.0,0.0
# Snapchat recognizing the importance of providing their creators # analytics to increase adoption and add # value https://techcrunch.com/2018/02/14/snapchat-analytics/ … # SocialMedia # Data in @ TechCrunch,2018-02-18 14:35:05,0,0,0.0,0.702,0.298,0.7351
Snapchat https://twitter.com/i3loshy/status/965305730143318016 …,2018-02-18 14:35:05,0,1,0.0,1.0,0.0,0.0
She was so beautiful I put snapchat flower filter on her during the movie to share https://twitter.com/diasporicblues/status/964891164716556288 …,2018-02-18 14:35:04,0,0,0.0,0.661,0.339,0.8015
Todavia snapchat? Eso esta muertísimo ya.. jajajaja,2018-02-18 14:34:59,0,0,0.0,1.0,0.0,0.0
woke up to a lost Snapchat streak ... I shouldn't be as mad as I am,2018-02-18 14:34:58,0,1,0.144,0.691,0.165,0.0844
People who do that sarahah slide up thing on Snapchat give me the creeps,2018-02-18 14:34:58,0,5,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:34:58,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:34:58,0,0,0.0,0.75,0.25,0.6514
snapchat : mllexchloeytb | insta : mllexchloe / froulaine ftg?,2018-02-18 14:34:56,0,0,0.0,1.0,0.0,0.0
. @ instagram is testing another killer feature that could crush @ Snapchat even more via @ mashablehttps://mashable.com/2018/01/17/instagram-type-text-stories.amp?__twitter_impression=true …,2018-02-18 14:34:56,0,0,0.33,0.67,0.0,-0.7096
snapchat!!! BRING THIS BACK,2018-02-18 14:34:54,0,1,0.0,1.0,0.0,0.0
Snapchat not working and it making me mad.,2018-02-18 14:34:50,0,0,0.314,0.686,0.0,-0.4939
God has spoken sort it out Snapchat https://twitter.com/schofe/status/964456653180555264 …,2018-02-18 14:34:48,0,5,0.0,0.769,0.231,0.2732
@ Snapchat @ snapchatsupport rollback the updatepic.twitter.com/DjtipJEEz0,2018-02-18 14:34:47,0,0,0.0,1.0,0.0,0.0
@ AllysonSmith11 and I finally hit 365 Days on are Snapchat streak. This is my prime.,2018-02-18 14:34:40,0,2,0.0,1.0,0.0,0.0
Sick of opening snapchat and automatically swiping right for the stories not the be there,2018-02-18 14:34:39,1,14,0.191,0.809,0.0,-0.5106
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:34:39,0,0,0.0,0.75,0.25,0.6514
extraño muchisimo a selena en snapchat pic.twitter.com/Kd2xafhvCX,2018-02-18 14:34:37,35,104,0.0,1.0,0.0,0.0
"If you can honestly tell me the last time I EVER hit you up on Snapchat for weed then you may send me videos, pictures, scratch n sniffs whatever Otherwise pls save both of our time",2018-02-18 14:34:36,1,7,0.0,0.805,0.195,0.7579
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:34:36,0,0,0.0,0.75,0.25,0.6514
"I put a cute selfie of myself from Valentines Day up on Snapchat and not even 10 minutes later my ex from high school is chatting me. Boy, I’m taken and have a baby on the way and you have a gf! Gtfo!",2018-02-18 14:34:33,0,5,0.0,0.914,0.086,0.555
Mehn....I hate Snapchat now,2018-02-18 14:34:32,0,1,0.552,0.448,0.0,-0.5719
No makeup and wavy hair! (And snapchat filters) # nomakeup # wavyhair # goth # gothic # snapchat… https://www.instagram.com/p/BfWt9WhAkhE/,2018-02-18 14:34:26,1,1,0.161,0.839,0.0,-0.3595
Why are all of the Snapchat filters animal ears and glasses? What happened to shooting lasers out of your eyes and making things explode or having rainbows coming out of your mouth?,2018-02-18 14:34:25,1,9,0.0,1.0,0.0,0.0
idk why the video and audio aren’t synced but here’s my friends snapchat from my band Lacunas last night pic.twitter.com/2wEKOxavHy,2018-02-18 14:34:25,0,1,0.051,0.771,0.178,0.6059
"Just because we dont try to annoy everyone on our social medias with pictures/videos of us doesn't mean were not together or that he or i are single... a relationship is between you & your significant other... not you two, instagram, snapchat & twitter....",2018-02-18 14:34:23,0,3,0.0,0.9,0.1,0.4949
"Im about to delete snapchat cause it doesnt work well anymore, and the updates are awful! PLUS it drains my battery.",2018-02-18 14:34:23,0,0,0.212,0.788,0.0,-0.6256
@ DevonBreeze how do I get on your snapchat Devon.? Xx,2018-02-18 14:34:19,1,0,0.0,1.0,0.0,0.0
"A new book claims Facebook set out to kill off Snapchat, but may have saved it instead http://ift.tt/2EBxX2U",2018-02-18 14:34:18,0,0,0.132,0.696,0.172,0.2144
What’s your Snapchat — liann_46 https://curiouscat.me/Lianna46/post/327448392?1518993176 …,2018-02-18 14:34:17,0,0,0.0,1.0,0.0,0.0
أضفني على Snapchat! اسم المستخدم: ⁦latefalkandari⁩ https://www.snapchat.com/add/ ⁦latefalkandari⁩,2018-02-18 14:34:15,0,0,0.0,1.0,0.0,0.0
Ever since I deleted my Snapchat I’ve felt so much more free. Instagram is next,2018-02-18 14:34:13,0,0,0.0,0.771,0.229,0.5936
@ irenegs now wants # Snapchat for the wicked # filters!! # friends # titosvodka # saturdaynight https://www.instagram.com/p/BfWt7g3Fcfd/,2018-02-18 14:34:10,0,0,0.233,0.585,0.181,-0.2225
# Repost djswade50 (get_repost) ・・・ Snapchat Unk that Skrrrrrrrrrrrrt # Skrrrrrrrrrrrrt https://www.instagram.com/p/BfSF_0-BNQ3/,2018-02-18 14:34:10,0,0,0.0,1.0,0.0,0.0
No knowing where you were was driving me crazy I keep checking your Snapchat to see if you posted,2018-02-18 14:34:09,0,8,0.223,0.777,0.0,-0.5574
I can’t stop laughing at my Snapchat story from last night,2018-02-18 14:34:06,0,0,0.164,0.597,0.239,0.25
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:34:05,0,0,0.0,0.75,0.25,0.6514
@ Snapchat is where kids R getting their news so they all think the Kardashians R role models & Trump is evil. # scaresme,2018-02-18 14:34:03,0,0,0.196,0.804,0.0,-0.6597
Snapchat me that pussy.,2018-02-18 14:34:02,0,0,0.0,1.0,0.0,0.0
Caught my pals 14 year old cousin selling weed on snapchat this morning how did your day go,2018-02-18 14:33:58,0,0,0.0,1.0,0.0,0.0
I think I need @ Adaripp to teach me how to use # Snapchat. https://twitter.com/NBCOlympics/status/965345197398810624 …,2018-02-18 14:33:55,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:55,0,0,0.0,0.75,0.25,0.6514
@ Snapchat you played ya self,2018-02-18 14:33:51,0,0,0.0,0.625,0.375,0.34
Haha Snapchat you nub https://twitter.com/i/moments/964243939791224832 …,2018-02-18 14:33:51,0,0,0.0,0.571,0.429,0.4588
Tag your Snapchat name and Instagram name,2018-02-18 14:33:51,0,0,0.0,1.0,0.0,0.0
@ snapchatsupport @ Snapchat is this real ? pic.twitter.com/iA7Iq9teI8,2018-02-18 14:33:50,0,1,0.0,1.0,0.0,0.0
"I'm honestly just so ???) at the fact we aren't allowed to repost and of the Olympics like wtf????The Olympics are literally supposed to be this universal thing that we can all share and enjoy ?! Snapchat wouldn't let me share the meme they made of Yuzu's poohs, a 5 second clip.",2018-02-18 14:33:48,0,7,0.0,0.758,0.242,0.9239
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:48,0,0,0.0,0.75,0.25,0.6514
There’s a girl from Rochester on my Snapchat really making threesome porns with her babydad... y’all bitches are fucking disgusting !,2018-02-18 14:33:45,0,0,0.317,0.683,0.0,-0.8353
Snapchat: azgngnc pic.twitter.com/gryEAcV9X8,2018-02-18 14:33:45,1,2,0.0,1.0,0.0,0.0
The fact that Snapchat only has 1.8 stars now and they’re not going to change it back just makes me want to delete the app so badly,2018-02-18 14:33:42,1,3,0.132,0.825,0.043,-0.5706
My Snapchat still hasn’t updated,2018-02-18 14:33:40,0,1,0.0,1.0,0.0,0.0
"I was watching someone roast http://musical.ly  kids on YouTube, and something came to my mind: what the fuck is up with the phone swinging in every damn video? It’s not exclusive to http://musical.ly  either, I’ve seen Instagram and Snapchat singers do the same thing.",2018-02-18 14:33:36,0,0,0.159,0.841,0.0,-0.7629
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:33,0,0,0.0,0.75,0.25,0.6514
Bring back the old Snapchat please I’m so sick of this shit it’s to disorganized @ Snap @ Snapchat @ snapchatsupport,2018-02-18 14:33:29,0,1,0.366,0.545,0.09,-0.796
"One of my favourite videos to come from the Winter Olympics is the Snapchat clip of four older Sikh gentlemen in their Canadian Olympic appareal cheering ""Canada! Canada!"" and honestly, that's what Canada is supposed to look like",2018-02-18 14:33:27,0,0,0.0,0.789,0.211,0.855
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:25,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:25,0,0,0.0,0.75,0.25,0.6514
The highlight of my day was one of my friends sending me a snapchat of himself raving to “in the night garden” theme tune,2018-02-18 14:33:24,0,2,0.0,0.792,0.208,0.6705
Lost ma snapchat and genuinely feel like greeting,2018-02-18 14:33:24,0,0,0.185,0.403,0.411,0.4215
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:23,0,0,0.0,0.75,0.25,0.6514
"@ Snapchat Is it true that on the 20th February there will be an update for streaks no longer existing , if so in my opinion I think you shouldn’t do that as many more people are socialising and people feel that they are making new friends and even becoming closer to someone",2018-02-18 14:33:22,0,0,0.04,0.853,0.107,0.5719
Snapchat anyone?,2018-02-18 14:33:17,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:33:16,0,0,0.0,0.75,0.25,0.6514
*update snapchat* Chentung chentung~~ pic.twitter.com/Jvz58vLuul,2018-02-18 14:33:16,0,1,0.0,1.0,0.0,0.0
"I, asking myself the Same thing I honestly dont think he has Snapchat",2018-02-18 14:33:16,0,1,0.0,0.786,0.214,0.4588
I think I’m about to use Instagram as my new Snapchat if they don’t take away that update,2018-02-18 14:33:16,0,5,0.0,1.0,0.0,0.0
Salut Nous sommes un groupe d’expert en paris sportifs. Nous venons à toi pour te proposer de suivre notre actualité sur le snapchat public. Ajoute : Foozpronos Si tu as des questions n’hésite pas à nous contacté !,2018-02-18 14:33:13,0,0,0.0,1.0,0.0,0.0
If my snapchat glitches and makes me ring someone one more time it’s getting deleted cause that’s just fucking embarrassing.,2018-02-18 14:33:11,0,16,0.132,0.868,0.0,-0.4391
Where my money at foo,2018-02-18 14:33:02,0,0,0.0,1.0,0.0,0.0
snap chat,2018-02-18 14:33:01,0,0,0.0,1.0,0.0,0.0
Ine @ YoongiTheSmol -Yoongi -So beautiful -A queen -Cold -Snapchat,2018-02-18 14:32:58,0,1,0.0,0.656,0.344,0.6361
the only time anyone answers the fucking snapchat group is when they start talking about shoving stuff up my ass,2018-02-18 14:32:58,0,0,0.156,0.844,0.0,-0.5423
Add me on Snapchat! Username: bryced22 https://www.snapchat.com/add/bryced22,2018-02-18 14:32:57,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:54,0,0,0.0,0.75,0.25,0.6514
"Jessica Alba ✰ February 11th - 14th, 2018 ✰ Instagram Snapchat Videos https://youtu.be/eLGZYzaiNz0 # JessicaAlba",2018-02-18 14:32:53,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:49,0,0,0.0,0.75,0.25,0.6514
Replied to people or if I have a streak timer or anything the icon is too small to notice. This update just created uproar in the snapchat community and ye really do not care and laugh at us. This is just so unfair snapchat was great the way it was and instead of changing the,2018-02-18 14:32:41,0,0,0.153,0.751,0.095,-0.5729
"@ JamesRath @ snapchatsupport @ Snapchat Can I please bring to your attention that You are not only making this update crappy for everyone without a disability but everyone with a visual impairment? Yes people with disabilities exist as much as ye lack to care, I cant even see if I",2018-02-18 14:32:40,0,0,0.077,0.739,0.185,0.7615
I mean I can't believe ppl miss me on snapchat honestly.,2018-02-18 14:32:39,0,0,0.0,0.612,0.388,0.5337
I’ve been refreshing instagram snapchat and twitter hoping to see something about where they are,2018-02-18 14:32:38,0,7,0.0,0.833,0.167,0.4215
@ Snapchat Hijo de puta !,2018-02-18 14:32:38,0,2,0.0,1.0,0.0,0.0
MY SNAPCHAT UPDATED ON ITS OWN UGH,2018-02-18 14:32:36,0,0,0.318,0.682,0.0,-0.4215
I think @ Apple might have to look into that,2018-02-18 14:32:30,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:29,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:28,0,0,0.0,0.75,0.25,0.6514
Glad people on Snapchat let me know when they are working or not by their shitty stories,2018-02-18 14:32:22,1,11,0.0,0.717,0.283,0.7117
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:22,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:32:20,0,0,0.0,0.75,0.25,0.6514
Am still fuming over the Snapchat update hahahahahaha there’s no coming back from that disaster pic.twitter.com/h95Pa4gcah,2018-02-18 14:32:19,0,2,0.435,0.565,0.0,-0.875
que te pasó snapchat antes eras chevere,2018-02-18 14:32:17,0,0,0.0,1.0,0.0,0.0
Is this not thee single most greatest snapchat story you have ever seen in your life? pic.twitter.com/qqIbwv9srP,2018-02-18 14:32:14,0,14,0.0,0.781,0.219,0.6697
"That question always hits a little too close to home, even when meant as a joke",2018-02-18 14:32:11,0,0,0.0,0.855,0.145,0.296
You can damn near go blind watching Offset’s Snapchat,2018-02-18 14:32:10,0,1,0.435,0.565,0.0,-0.6597
Snitch,2018-02-18 14:32:02,0,3,0.0,1.0,0.0,0.0
Instagram is testing another killer feature that could crush Snapchat even more - http://on.mash.to/2DjnecI # instagram # socialmedia,2018-02-18 14:32:01,0,1,0.312,0.688,0.0,-0.7096
Learning how to work snap chat,2018-02-18 14:32:01,0,0,0.0,1.0,0.0,0.0
Dans un sondage pour les secondes de mon lycée ils mettent de quel réseau social vous servez le plus [ ] FACEBOOK [ ] INSTAGRAM [ ] SNAPCHAT Et twitter bah personne utilise ça de nos jours,2018-02-18 14:32:01,0,1,0.0,1.0,0.0,0.0
Gracias snapchat por los favores recibidos,2018-02-18 14:32:01,0,2,0.0,1.0,0.0,0.0
Shawn y sus videos de snapchat me daban vida # JFCShawnMendespic.twitter.com/qIl8h6Zt7o,2018-02-18 14:31:57,4,2,0.0,1.0,0.0,0.0
"Dear whoever is responsible, I finally like the new snapchat update now you can keep it لا ترجعوه خلوهه ولا بمسح حسابي وبعتزل السناب وانتو الخسرانين . @ snapchatsupport @ Snapchat",2018-02-18 14:31:57,0,0,0.0,0.764,0.236,0.7506
Ah ben super. Moi non plus je n'aime pas ce nouveau Snapchat qui me met la story de paquets de pseudo star de show tv et ça me saoule,2018-02-18 14:31:56,0,4,0.0,0.878,0.122,0.5994
only part of the snapchat update that is acc good is the fact u can write more than one thing,2018-02-18 14:31:55,0,4,0.0,0.861,0.139,0.4404
Me adicione no Snapchat! Nome de usuário: pamelacorreapab https://www.snapchat.com/add/pamelacorreapab …,2018-02-18 14:31:54,0,1,0.238,0.762,0.0,-0.3595
To think that years from now ima tell my kids that their momma wasn’t a hoe. She didn’t have a premium Snapchat. But their best friends mom did.,2018-02-18 14:31:54,0,0,0.0,0.767,0.233,0.8074
The number of friends stories on Snapchat has radically declined since the new update... glad I’m not the only one who can’t figure it out!,2018-02-18 14:31:53,0,1,0.0,0.741,0.259,0.7712
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:51,0,0,0.0,0.75,0.25,0.6514
Why have Snapchat if no one knows what you look like?,2018-02-18 14:31:50,0,0,0.161,0.657,0.182,0.0772
I'm still waiting for the bunbun and frofro series of 2018 (The best series you can watch on snapchat) pic.twitter.com/YS3VSPW5W2,2018-02-18 14:31:44,2,13,0.0,0.819,0.181,0.6369
"Snapchat e twitter são as melhores redes, real.",2018-02-18 14:31:42,1,3,0.0,1.0,0.0,0.0
I like 2 think the government doesn't watch my Snapchat stories but who knows/cares,2018-02-18 14:31:40,0,0,0.0,0.863,0.137,0.1901
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:40,0,0,0.0,0.75,0.25,0.6514
Add my snapchat lads. Charlton.25 pic.twitter.com/lAO5uXOgvV,2018-02-18 14:31:34,0,0,0.0,1.0,0.0,0.0
# Snapchat # Filter # PhotoGrid # Apps # Downloads # Frames # Background # Self # Glasses… https://www.instagram.com/p/BfWtoBBgGRu/,2018-02-18 14:31:34,0,0,0.0,1.0,0.0,0.0
LAN snapchat güncellemen bokkk gibi olmuş ben ç*ğrı t*nerin neye benzediğini bilmiyordum senin yüzünden öğrenmiş oldum,2018-02-18 14:31:32,0,5,0.0,1.0,0.0,0.0
How exactly does one Snapchat? Username: thekyllax https://www.snapchat.com/add/thekyllax,2018-02-18 14:31:32,0,1,0.0,1.0,0.0,0.0
@ Snapchat !!!,2018-02-18 14:31:32,0,1,0.0,1.0,0.0,0.0
the floor is the snapchat update https://twitter.com/diodio0013tw/status/964714349339160576 …,2018-02-18 14:31:30,1,9,0.0,1.0,0.0,0.0
Why somebody just ask me why I delete them off Snapchat cause yo ass never watch my snap,2018-02-18 14:31:29,0,0,0.179,0.821,0.0,-0.5423
jag va redo att gå lägga mig men sen gick jag igenom min snapchat story o märkte att jag hade på mig ögonskugga... som jag inte tagit av... sociala medier kan faktiskt vara bra ibland,2018-02-18 14:31:29,0,2,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:27,0,0,0.0,0.75,0.25,0.6514
Me when I opened Snapchat today. Thanks pic.twitter.com/dKrAJgrpXu,2018-02-18 14:31:24,0,1,0.0,0.674,0.326,0.4404
I’m about to delete Snapchat,2018-02-18 14:31:21,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:21,0,0,0.0,0.75,0.25,0.6514
Just went Kevin Hart on my snapchat story. Been cooped up in this store for 8 weekends straight.,2018-02-18 14:31:20,0,0,0.0,0.894,0.106,0.2263
@ Snapchat CAN WE PLEASE GET THE REVERSE? You’re going to lose everyone,2018-02-18 14:31:18,0,0,0.172,0.636,0.193,0.0857
Salut Nous sommes un groupe d’expert en paris sportifs. Nous venons à toi pour te proposer de suivre notre actualité sur le snapchat public. Ajoute : Foozpronos Si tu as des questions n’hésite pas à nous contacté !,2018-02-18 14:31:17,0,0,0.0,1.0,0.0,0.0
Should really delete about 80% of people I have on Snapchat but I really cba,2018-02-18 14:31:15,0,3,0.0,1.0,0.0,0.0
Prefer the new Snapchat to the old one,2018-02-18 14:31:15,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:14,0,0,0.0,0.75,0.25,0.6514
Add me on Snapchat; therealsackcat pic.twitter.com/mRyANJrkxU,2018-02-18 14:31:13,0,0,0.0,1.0,0.0,0.0
Y’all keep an eye out on Snapchat because I’m pretty sure that’s where they will announce their location,2018-02-18 14:31:11,1,9,0.0,0.744,0.256,0.6705
Y'all want a thread on how to be cute on Snapchat?,2018-02-18 14:31:11,1,1,0.0,0.65,0.35,0.5106
I can spend all day viewing Jowizazaa snapchat. His lifestyle is goals,2018-02-18 14:31:10,0,0,0.0,1.0,0.0,0.0
"A new book claims Facebook set out to kill off Snapchat, but may have saved it instead http://ift.tt/2EBxX2U",2018-02-18 14:31:07,0,0,0.132,0.696,0.172,0.2144
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-18 14:31:05,0,0,0.0,0.75,0.25,0.6514
Don't loke the new Snapchat update?? HERES HIW TO GET THE OLD SNAPCHAT BACK! 1)delete the app 2)redownloead it 3)go to itunes or play store 4)in search bar search got7 (Get it) 5)but the album,2018-02-18 14:31:04,0,0,0.0,0.918,0.082,0.4682
Bye bye # snapchat # snapchatupdate,2018-02-18 14:31:04,0,0,0.0,1.0,0.0,0.0
