text,date,retweets,favorites,negative,neutral,positive,compound
"We regret the delay in your departure today, and hope to prove a more on-time operation next time. ^AD",2017-04-09 16:20:25,0,0,0.222,0.652,0.126,-0.296
The fact that I'm typing you this at 7:20 about my 7:00 flight says a lot about @ Delta's on-time record these days.,2017-04-09 16:20:20,0,1,0.0,1.0,0.0,0.0
PSA - don't evah fly @ united from DC TO LA.....nasty desk staff while traveling with a senior… https://www.instagram.com/p/BSrsqw5gICt/,2017-04-09 16:19:01,0,1,0.135,0.865,0.0,-0.3252
"A pleasant flight, it was, too!",2017-04-09 16:19:01,0,0,0.0,0.527,0.473,0.5562
@ united you've literally made our day a living hell. Thanks for nothing. http://fb.me/2ProvIYFE,2017-04-09 16:19:00,0,0,0.238,0.466,0.295,0.0258
"We appreciate your feedback, Pat. ^CC",2017-04-09 16:18:22,0,0,0.0,0.649,0.351,0.4019
I've taken that route before when you lost our bags for 5 days going to Europe. Never even got a response. Not goin to waste my time,2017-04-09 16:17:48,0,0,0.181,0.819,0.0,-0.6249
"One leg of three, and already it's the worst flight ever. Never flying @ united again.",2017-04-09 16:17:40,1,0,0.206,0.653,0.141,-0.3182
"Not sure about loyalty, but I've heard good things about Qantas on service, experience, etc. I must confess, I look Air NZ first,..but...",2017-04-09 16:17:37,0,1,0.0,0.699,0.301,0.775
One more way you don't get it. Same airline that ran out of garbage bags on my current flight. You lack any idea of customer service.,2017-04-09 16:17:31,0,0,0.084,0.916,0.0,-0.3182
The fact that I'm typing this at 7:15 about my 7:00 @ Delta flight must tell you something about their on-time avg.,2017-04-09 16:16:58,0,0,0.0,1.0,0.0,0.0
Thank you so much for the extra details. Thrilled to read everything went well with your travels. Have a great week! ^SV,2017-04-09 16:16:55,0,1,0.0,0.588,0.412,0.8977
I fell bad I didn't catch her name. Will pay closer attention to names next time. These people make our life happier when travelling. :),2017-04-09 16:16:55,0,0,0.162,0.627,0.211,0.3612
"1950, never flying again worst experience ever.",2017-04-09 16:16:34,0,0,0.0,0.646,0.354,0.5096
"@ united I want to get mileage for biz trip I just came back from. signed up for mileage acct, how do I retroactively add?",2017-04-09 16:16:05,0,0,0.0,0.823,0.177,0.4767
If they were turning the heat up to melt the ice on my chicken ceasar it didn't work it just made me frustrated and hot.,2017-04-09 16:15:49,0,0,0.124,0.876,0.0,-0.5267
There are at least 8 of us on UA5085 going onto OGG UA1749 in diff term. Including family with 3 infants /toddlers. Not sure we can run :),2017-04-09 16:15:22,0,0,0.0,0.819,0.181,0.6486
No problem! Can never complain about lovely Aruba.,2017-04-09 16:15:02,0,0,0.575,0.278,0.147,-0.7314
@ united bringing on the police to evacuate passengers so they can send four crew members to Louisville. Flight 3411,2017-04-09 16:14:59,4,5,0.0,0.865,0.135,0.4215
"@ united 7.99 for 100+ channels? How about 8 cents for one channel? Between a nickel and a dime, very fitting.",2017-04-09 16:14:45,0,0,0.0,0.835,0.165,0.4871
Thank you guys. Trip was smooth and all was great. :),2017-04-09 16:14:22,0,0,0.0,0.455,0.545,0.8625
"We appreciate the feedback, as we hope to keep our passengers effectively informed about their travel. ^AD",2017-04-09 16:13:56,0,0,0.0,0.622,0.378,0.8176
"@ united What did one plane bro say to another plane bro? Bro, do you even (have) lift? # planespotting # ORD # T2pic.twitter.com/scIjs195uM",2017-04-09 16:13:47,0,0,0.0,0.857,0.143,0.4871
"In light of @ delta's rough week and headlines, I wonder if @ united will take a swing at them in a revenge tweet for # leggingsgate. Doubt it.",2017-04-09 16:13:46,0,11,0.206,0.697,0.098,-0.4767
Thank you!,2017-04-09 16:13:37,0,0,0.0,0.264,0.736,0.4199
Sounds fabulous. Hope you have an incredible time celebrating your love. ^AD,2017-04-09 16:13:18,0,0,0.0,0.36,0.64,0.9349
@ United flight 3411 forcing four people off the airline and holding up Flight to get four crew members to Louisville.,2017-04-09 16:13:11,3,2,0.0,0.872,0.128,0.4215
@ united holding flight 3411 until 4 people volunteer to get off???,2017-04-09 16:13:07,2,2,0.0,0.729,0.271,0.5171
"We absolutely hope for smooth travel today, Erika. We're here to help. ^AD",2017-04-09 16:12:39,0,0,0.0,0.651,0.349,0.7089
"It's become a bit of a scam with @ FlyAirNZ now. I get denied more upgrades than given, wonder if @ NZComCom needs an update as it seems wrong",2017-04-09 16:12:38,0,0,0.316,0.684,0.0,-0.8658
Incremental updates are fine; delayed on time delayed on time all within 30 mins for a flight taking off 2morrow less than helpful.,2017-04-09 16:12:36,0,0,0.145,0.689,0.165,0.1335
We are going to Maui (OGG) from Indy!,2017-04-09 16:12:29,0,0,0.0,1.0,0.0,0.0
"For potential compensation, please reach out to our Customer Care team here: http://bit.ly/U46edh . ^CC",2017-04-09 16:12:22,0,0,0.0,0.625,0.375,0.6808
I hadn't factored a play off into my lay over time at SFO. Any chance of delaying this plane @ united ? # Masters,2017-04-09 16:11:25,1,12,0.089,0.701,0.21,0.4145
I surely will. If I miss a connection to OGG in INTL G @ SFO I will not be happy. Connections shouldn't be less than an hour between I/T3.,2017-04-09 16:11:21,0,0,0.167,0.727,0.105,-0.1774
"Congrats on the nuptials, Robert! Where are you headed for such an exciting trip? ^AD",2017-04-09 16:11:07,0,0,0.0,0.654,0.346,0.784
Any offers!?,2017-04-09 16:11:01,0,0,0.0,1.0,0.0,0.0
dont kno but something would be nice. I booked 2 Tickets to Ireland with u & this isnt comforting. Wont get my bags for at least a day!,2017-04-09 16:10:51,0,0,0.104,0.753,0.143,0.2744
¡Arriba! How many classes can you invent? Will economy minus be standing room only? @ united… https://www.instagram.com/p/BSrruOUl4IM/,2017-04-09 16:10:47,0,0,0.0,1.0,0.0,0.0
We can't wait for you to check out the Dreamliner either. Looking forward to it. ^AD,2017-04-09 16:10:38,0,0,0.0,1.0,0.0,0.0
So....from what I can see here...is i can't win this.,2017-04-09 16:10:17,0,1,0.305,0.695,0.0,-0.4717
I am not ok with this response to an issue that is important to me. Why does it take 7-10 business days to resolve any issue. Not ok.,2017-04-09 16:09:56,0,0,0.121,0.738,0.141,0.1591
That's how I ended up on one. It was the worst flight of my life and that includes flying in to Wellington that time.,2017-04-09 16:09:44,0,1,0.157,0.843,0.0,-0.6249
@ united @ irajeh thank you! Made it home safely on time. Can't wait to try the 787 on next trip.,2017-04-09 16:09:42,0,0,0.0,0.645,0.355,0.8313
"Thanks, Zach. We can't wait to see more moments from you. ^AD",2017-04-09 16:09:30,0,0,0.0,0.791,0.209,0.4404
"Erika, we appreciate your patience. Please let us know if you have trouble with any connections. ^AD",2017-04-09 16:09:12,0,0,0.124,0.645,0.23,0.3182
Glad to hear you're getting on your way. ^CC,2017-04-09 16:09:03,0,1,0.0,0.727,0.273,0.4588
Yes - right now I feel like I'm going to have poor loyalty from Air NZ or just poor service from competitors. No 'win' for the consumer.,2017-04-09 16:09:02,0,0,0.233,0.526,0.241,0.0772
"Thanks @ Delta for getting @ paigesoffen and I home from MHT after @ united cancelled our flight. You damaged your ""on-time"" stats to help us",2017-04-09 16:08:33,0,0,0.162,0.561,0.277,0.5423
hahaha!! But you have to in the US via Star Alliance?,2017-04-09 16:08:31,0,2,0.0,0.705,0.295,0.6351
I always do wave. More pictures to come!,2017-04-09 16:08:29,0,0,0.0,1.0,0.0,0.0
Thank you @ united we are finally going to get in the flight - # blessyoheart,2017-04-09 16:08:22,0,0,0.0,0.675,0.325,0.6486
@ united this photo is a lie. Still at gate. Not moving. Going to be late to connections. # whyitrytoneverflyunitedpic.twitter.com/90GXYhvpot,2017-04-09 16:08:18,0,0,0.0,0.851,0.149,0.4215
"It's about loyalty - not just one flight. And no AA is One World, United is part of Star Alliance",2017-04-09 16:08:09,0,0,0.09,0.653,0.257,0.6249
They provide a much better service,2017-04-09 16:07:45,0,1,0.0,0.58,0.42,0.4404
So AIR NZ can do what it likes I guess? They have the market?,2017-04-09 16:07:32,0,1,0.0,0.792,0.208,0.4871
Never fly United. Never. never ever ever.,2017-04-09 16:07:22,0,3,0.0,0.682,0.318,0.4215
"Zach, we hope you waived hello to our pilot across the way. Thanks for flying with us, and for sharing some lovely poetry. ^AD",2017-04-09 16:07:09,0,1,0.0,0.617,0.383,0.9081
Isn't AA a part of Air NZ codeshare? I've flown Qantas but would not wish that upon anyone...,2017-04-09 16:07:06,0,0,0.153,0.847,0.0,-0.438
"Me and I wouldn't do it again, Air NZ win hands down on comfort, age of plane, food & movies",2017-04-09 16:06:33,0,2,0.0,0.717,0.283,0.743
@ DylanReeve just did for his holiday.,2017-04-09 16:06:23,0,0,0.0,0.649,0.351,0.4019
@ united how many RTs do i need to get free flights for a year?,2017-04-09 16:06:13,0,0,0.0,0.621,0.379,0.7269
"Seeing as @ FlyAirNZ is clearly saying they don't care abt their frequent fliers, who has flown @ AmericanAir & @ united direct from NZ to USA?",2017-04-09 16:05:36,1,0,0.093,0.711,0.196,0.4352
"You know what I loathe? Dishonesty and apathy. The charming United airlines cancelled my flight coming home, out... http://fb.me/2ProvIYFE",2017-04-09 16:05:19,0,0,0.274,0.481,0.244,0.0516
"@ united Roses are Red, Violets are blue, I'm just going to taxi and stare at you.(You may have to zoom in a tad) pic.twitter.com/vLBmWMYE86",2017-04-09 16:05:15,0,0,0.0,0.887,0.113,0.4215
"This makes us smile, Diane. Thanks for sharing the kudos. ^AD",2017-04-09 16:04:15,0,1,0.0,0.378,0.622,0.8885
"Me too. How honest is the clean-up crew? It was in the back pocket in seats 36A, B or C.",2017-04-09 16:04:12,0,0,0.0,0.845,0.155,0.5106
I'll be sure to do that...some time tomorrow...after travel,2017-04-09 16:04:06,0,0,0.0,0.777,0.223,0.3182
omg,2017-04-09 16:03:40,0,0,0.0,1.0,0.0,0.0
The folks at the @ united 1K customer support line are great! Every call is a pleasure. Thanks today to Doug.,2017-04-09 16:03:25,0,0,0.0,0.459,0.541,0.9476
@ united forgot to @you.,2017-04-09 16:03:22,0,2,0.0,0.517,0.483,0.4215
"If you were over charged, you can contact Customer Care, or submit a refund request here:http://bit.ly/1qsn6d7 . ^JR",2017-04-09 16:02:51,0,0,0.095,0.737,0.168,0.34
and that is why nothing changes w/ur customer service. A simple I'm sorry doesn't always fix things,2017-04-09 16:02:21,0,0,0.08,0.92,0.0,-0.0772
Always fun working with the @ United Accessibility Desk when I need to schedule First Class accessible seating. They do good work.,2017-04-09 16:02:11,0,0,0.0,0.654,0.346,0.8402
@ united https://twitter.com/tiff_birdsong/status/851208045057191936 …,2017-04-09 16:01:41,0,0,0.0,0.263,0.737,0.4215
"Gerald, we can assure you that our Customer Care team will work to assist. Their form is the most direct contact. ^EB",2017-04-09 16:01:18,0,0,0.0,0.781,0.219,0.6808
@ united said they would call when luggage arrived. They did not. They said they would deliver it but now they refuse to # unitedAIRLINES,2017-04-09 16:01:06,0,0,0.109,0.817,0.074,-0.2263
No. It was not overweight..the agent initially thought its system glitch..but latter told me to talk to customer care. BTR->SFO is domestic.,2017-04-09 16:00:54,0,0,0.087,0.787,0.126,0.25
We're glad you received our # FlyerFriendly service. Enjoy your next flight. ^EB,2017-04-09 16:00:36,0,1,0.0,0.617,0.383,0.7351
"For sure, they suck. This was more a necessity than choice. I try to avoid flying @ united at all costs bc of crap like this",2017-04-09 16:00:29,0,0,0.238,0.526,0.235,-0.0258
"That's exciting, Craig. Enjoy the ride. ^JR",2017-04-09 16:00:11,1,2,0.0,0.439,0.561,0.7506
"Not acceptable. This is inexcusable. Having to start our family vacation on that tone, late, and frustrated is not ok. Now no direct call?",2017-04-09 15:59:22,0,0,0.179,0.679,0.142,-0.2732
Haha!!,2017-04-09 15:59:11,0,1,0.0,0.0,1.0,0.555
Usually once a year to CMX that's about it.,2017-04-09 15:58:36,0,1,0.0,1.0,0.0,0.0
"Just stop flying @ united . Terrible customer service and aircraft. Simply saying Mx delay, how about some type of offer?",2017-04-09 15:58:34,0,0,0.299,0.591,0.11,-0.5859
"Full flight from Vancouver- never like that but good service on plane, always isle seat @ united let's see how we do to Austin#travelwriter pic.twitter.com/Ybs6XQ0pc7",2017-04-09 15:58:21,0,0,0.052,0.698,0.251,0.7903
That sounds like a perfect trip. We're glad that you enjoyed the ride. ^JR,2017-04-09 15:58:18,0,1,0.0,0.419,0.581,0.91
"This doesn't sound good, Julie. Please DM us more details including your confirmation number. ^CC",2017-04-09 15:57:57,0,0,0.134,0.666,0.2,0.05
"Chris, what's going on to make you say this? ^AD",2017-04-09 15:57:15,0,0,0.0,1.0,0.0,0.0
"It may be smaller than expected, but it does provide exceptional programs. We wish you an awesome flight. ^JR",2017-04-09 15:57:06,0,0,0.0,0.649,0.351,0.8807
"We do not mean to provide incremental updates, Dave. We'll have you on the way ASAP. ^AD",2017-04-09 15:56:57,0,0,0.0,1.0,0.0,0.0
"We sincerely regret the negative impression, John. Thanks for your understanding while we work to have you on your way. ^EB",2017-04-09 15:56:50,0,0,0.214,0.526,0.26,0.1027
We're glad to hear she's returned home safely and that our staff was able to assist. We thank her for her patience. ^AD,2017-04-09 15:56:10,0,0,0.0,0.697,0.303,0.8271
Please file a formal complaint with our Customer Care team after travel: http://bit.ly/U46edh . ^EB,2017-04-09 15:56:06,0,0,0.124,0.565,0.311,0.5106
You guys delayed the flight coming here too! Your not exactly leaving a good impression here.,2017-04-09 15:55:47,0,0,0.249,0.649,0.103,-0.4015
Glad you enjoyed the trip! ^AD,2017-04-09 15:55:26,0,0,0.0,0.378,0.622,0.7644
"What flight are you on, Marissa? ^SV",2017-04-09 15:55:12,0,0,0.0,1.0,0.0,0.0
Oh the llaces you'll go with # united silver,2017-04-09 15:54:53,0,1,0.0,0.714,0.286,0.4215
We are also seeing an Air Traffic Control delay in our system. We'll have you wheels-up as soon as possible. ^EB,2017-04-09 15:54:07,0,0,0.103,0.897,0.0,-0.3182
"Shannon, we're sorry you're not pleased with this selection. We appreciate your honest thoughts. ^JR",2017-04-09 15:53:59,0,0,0.179,0.531,0.29,0.5096
"Just to clarify, have you arrived at you final destination at this time? ^AD",2017-04-09 15:53:41,0,0,0.0,1.0,0.0,0.0
"We hope to present a more flyer friendly standard next time we see you in person, Jon. ^AD",2017-04-09 15:53:15,0,0,0.0,0.702,0.298,0.749
"Please DM us and explain the situation, Sandi. We're here to assist where we can. ^JR",2017-04-09 15:52:58,0,0,0.0,0.867,0.133,0.3182
United airlines is shit tho,2017-04-09 15:52:18,0,0,0.383,0.319,0.298,-0.2023
We appreciate your patience with today's travel. Have a wonderful week ahead. ^SV,2017-04-09 15:52:10,0,1,0.0,0.61,0.39,0.7506
these flights. 1st class going/Econ home. If I don't start seeing upgrades I'm going to give delta a try.pic.twitter.com/UZDcdmEgpZ,2017-04-09 15:52:03,0,0,0.0,1.0,0.0,0.0
Yes. She is back home but it was her first time flying. She did say the # united staff was much more courteous than @ delta.,2017-04-09 15:51:23,0,0,0.0,0.668,0.332,0.887
"New update from @ united! Instead of 6 PM, it's 6:30 PM now! Hahahaha, yeah, when hell freezes over.",2017-04-09 15:51:06,0,0,0.259,0.535,0.206,-0.3147
I'm with you @ SassyProf ! Looks like @ united & @ AmericanAir are willing to transfer # delta status so there is no reason to stay with delta.,2017-04-09 15:49:56,0,1,0.088,0.713,0.199,0.4816
Those clear into different fare classes. The fare class you need for a complimentary upgrade is not currently available. ^SV,2017-04-09 15:48:48,0,0,0.0,0.756,0.244,0.6705
"My apologies, Michael. It was a two-part tweet that did not fully send. ^SV",2017-04-09 15:48:41,0,0,0.0,1.0,0.0,0.0
¡Gracias @ United por mi vuelo a @ Hispanicize! Estoy feliz de que pude ir a # Hispz17 en buenas manos con excelente... http://fb.me/RPews8F1,2017-04-09 15:48:32,0,0,0.0,0.853,0.147,0.4753
"UA4927, We got told that their was an Air Traffic Control issue, even the staff claimed to have never heard of that. This is so not cool.",2017-04-09 15:48:27,0,0,0.079,0.921,0.0,-0.305
My ride back to # NYC just arrived. 2 of us in F. @ MileMonkey is happy he'll hav his own seat. @ United # TravelGrindpic.twitter.com/2zXwlXXQId – bei Norfolk International Airport (ORF),2017-04-09 15:48:23,0,3,0.0,0.794,0.206,0.7579
"2/2 A buy up, and clears into a different fare class than if you cleared a complimentary/mileage upgrade. ^SV",2017-04-09 15:47:36,0,0,0.0,0.838,0.162,0.1779
"United on twitter always great AD, the rest of the staff, not so much. Makes me question my # mileageplus account",2017-04-09 15:47:20,0,0,0.0,0.723,0.277,0.7845
"What's the flight number, John? ^EB",2017-04-09 15:47:05,0,0,0.0,0.794,0.206,0.0772
"United Airlines flying tip: if you book an aisle seat, you're likely to be boarding Group 5. If window, Group 3.",2017-04-09 15:46:34,0,0,0.0,0.877,0.123,0.4215
has been worst flying experience in 20years. All screw ups by united. Nothing weather or equipment related.,2017-04-09 15:46:07,0,0,0.247,0.628,0.126,-0.4019
"We value having you with us in the skies, Jon. We regret any lack of comfort on board today due to the seat change. ^AD",2017-04-09 15:45:17,0,0,0.165,0.677,0.158,-0.0516
@ united landed in Newark 25 min ago and still stuck on the plane like a caged animal,2017-04-09 15:45:15,0,0,0.099,0.64,0.261,0.5106
"if seats avail at check in why wasn't I upgraded? 55,000 ml last year. Prob 75,000 this year. No upgrades. May go to @ Delta soon.",2017-04-09 15:45:09,0,0,0.087,0.913,0.0,-0.296
