text,date,retweets,favorites,negative,neutral,positive,compound
I did not accept the rules. And I think the first amendment applies. I believe @ United molests teenage girls.,2017-04-08 16:46:40,0,12,0.285,0.589,0.127,-0.5399
Wow,2017-04-08 16:45:34,0,0,0.0,0.0,1.0,0.5859
@ united over 24 hours late so far. I hope I don't spend this all in one place # getmehomepic.twitter.com/chIQyZXcG0,2017-04-08 16:44:34,0,0,0.0,0.701,0.299,0.7165
So long as I live i will fight united airlines with my last dying breath,2017-04-08 16:44:29,0,1,0.159,0.671,0.171,0.0516
Sorry to hear that brother and the shitty service from @ united,2017-04-08 16:44:00,0,1,0.312,0.51,0.178,-0.2732
@ WutangFinance @ Wendys + @ united = @ Wu-Tang Unitedhttps://twitter.com/united/status/850531807779057664 …,2017-04-08 16:43:49,0,0,0.0,0.588,0.412,0.4215
In flight @ Orioles game. Thanks @ united @ DIRECTV # Orioles # Birdlandpic.twitter.com/vGNz6pz1yD,2017-04-08 16:43:33,0,4,0.0,0.551,0.449,0.6908
"Thanks, replying via DM. ^AD",2017-04-08 16:42:14,0,0,0.0,0.58,0.42,0.4404
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-08 23:42",2017-04-08 16:42:07,0,0,0.0,1.0,0.0,0.0
"It's true. @ Delta, what the hell is going on over there? Didn't have pilots lined up? Almost 3 hrs late? That's YOUR error.",2017-04-08 16:41:40,0,0,0.265,0.641,0.094,-0.7219
"FYI, distributing these classifies as slander under the American court system since the rules were spelled out beforehand and were accepted",2017-04-08 16:41:24,0,5,0.0,0.804,0.196,0.5622
Done! Thank you kindly!,2017-04-08 16:40:48,0,0,0.0,0.241,0.759,0.7418
or @ united https://twitter.com/nycjayjay/status/850854988796628992 …,2017-04-08 16:40:35,0,0,0.0,0.417,0.583,0.4215
@ united thanks for getting me home when @ Delta left me stranded,2017-04-08 16:39:00,0,0,0.0,0.612,0.388,0.6908
I would not have know the teenage girls were non-revenue. And I do see @ United molesting teenage girls. @ United losing customers.,2017-04-08 16:38:51,0,0,0.237,0.556,0.207,-0.2023
@ cathy_innocenti @ ljojo @ Tobyatunited @ ScottKirbyUAL @ weareunited @ samris_united @ united UA emp James Weston on his days off @ Delta @ GMApic.twitter.com/028J6fGLbU,2017-04-08 16:36:48,0,0,0.0,0.851,0.149,0.4215
You could have at least try to keep us seated together.,2017-04-08 16:36:03,0,0,0.0,1.0,0.0,0.0
UA 49. Bom to EWR,2017-04-08 16:34:45,0,0,0.0,1.0,0.0,0.0
United please train your staff. 4 sets of people no help. 1/2 family on flight booked 20 days ago. # unitedAIRLINES # customerexperience,2017-04-08 16:34:28,0,0,0.085,0.615,0.3,0.6808
Unbelievable @ united our flight is delayed due to mechanical errors and then you charge us $156 to get on a different flight...,2017-04-08 16:33:03,4,22,0.166,0.656,0.178,0.0772
"Piper, come fly with us! ^AD",2017-04-08 16:32:55,0,1,0.0,1.0,0.0,0.0
My good friend of 20 years is a pilot. He always dresses up when flying. Its the brand image that the airlines want! # marketing,2017-04-08 16:32:44,2,0,0.0,0.722,0.278,0.7712
We haven't moved! I'd be halfway home by now if I'd taken @ united,2017-04-08 16:32:18,0,2,0.0,0.795,0.205,0.4753
Can you please provide us with your flight details? ^AD,2017-04-08 16:31:39,0,0,0.0,0.796,0.204,0.3182
"Josh, thanks for the feedback. We definitely don't want to come across as too repetitive. ^AD",2017-04-08 16:31:29,0,0,0.155,0.576,0.269,0.5232
‘La alianza con Avianca es la puerta para continuar la expansión en el país’: United Airlines http://m.portafolio.co/negocios/empresas/united-airlines-habla-sobre-su-alianza-con-avianca-504787 … vía @ Portafolioco,2017-04-08 16:31:07,0,0,0.0,0.865,0.135,0.4215
"12 hrs, rental car and a lounge trip later. We are here. I didn't appreciate being told incorrect information. I totally understand delays.",2017-04-08 16:30:00,0,0,0.106,0.894,0.0,-0.3089
This is disappointing to hear. Can you please DM your Baggage claim file number? ^ADhttps://twitter.com/messages/compose?recipient_id=260907612 …,2017-04-08 16:29:29,0,1,0.167,0.626,0.207,-0.2406
Oh,2017-04-08 16:29:07,0,0,0.0,1.0,0.0,0.0
"It should be @ airfrance or @ lufthansa what I should be boarding, not @ united 24 years I've been a costumer and still Don't keep up",2017-04-08 16:28:09,0,0,0.1,0.9,0.0,-0.3252
# Flight check: Los Angeles to # Melbourne on United # Airlines - from @ NZherald :http://fat.ly/1qowi,2017-04-08 16:27:30,0,0,0.0,0.797,0.203,0.4215
"I flew United from McAllen, TX to SLC a few days ago with excellent service from flight crew. RT that without reservation! (Pun intended)",2017-04-08 16:27:24,1,2,0.0,0.655,0.345,0.8757
YES! We've been calling the 24hr number all day. No answer... left several voicemails!,2017-04-08 16:27:21,0,0,0.119,0.594,0.287,0.4796
I couldn't...that's why I had to stand in line. Now missing a wedding in Mexico.,2017-04-08 16:26:31,0,0,0.167,0.833,0.0,-0.296
"Hi MD,short answer, no. Long answer, had to drive home today, 250 miles ina mix of rain&snow Worst # UA experience I can remember # LetsTalk",2017-04-08 16:26:14,0,0,0.231,0.769,0.0,-0.743
Not my choice,2017-04-08 16:25:56,0,0,0.0,1.0,0.0,0.0
"Good to see you enjoying some reading during your flight with us today, Elise! ^AD",2017-04-08 16:25:30,0,1,0.0,0.664,0.336,0.7644
Bless! Thank you for being smart!,2017-04-08 16:25:16,0,1,0.0,0.259,0.741,0.8217
TY! Can we wish him happy birthday during the flight?,2017-04-08 16:25:00,0,0,0.0,0.411,0.589,0.8757
"Hope you have a lovely time, Jon. ^AD",2017-04-08 16:24:54,0,0,0.0,0.427,0.573,0.7717
"Tyler, we're happy to have you in the friendly skies. ^AD",2017-04-08 16:24:15,0,3,0.0,0.566,0.434,0.7845
"I'm at @ United Club in Chicago, IL https://www.swarmapp.com/c/2FBrE2DqLF4",2017-04-08 16:24:04,0,1,0.0,0.714,0.286,0.4215
"Mmm, looks tasty! We're so delighted you enjoyed the treats on board today, Dorian. Thanks for flying with us. ^AD",2017-04-08 16:23:36,0,1,0.0,0.607,0.393,0.9
It doesn't matter if you are employees. You are using employee benefits.,2017-04-08 16:23:30,0,0,0.079,0.731,0.19,0.3666
His name is Christopher Dylan Taylor-Shaut. Would love some help.,2017-04-08 16:23:25,0,0,0.0,0.537,0.463,0.7845
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-08 23:22",2017-04-08 16:22:07,0,0,0.0,1.0,0.0,0.0
United Airlines Guam Marathon. Thanks to all the employees & sponsors who made it happen.… https://www.instagram.com/p/BSpIHVRgJOv/,2017-04-08 16:21:07,0,1,0.0,0.695,0.305,0.6908
Mercury retrograde hitting me early this week with all the @ united and @ SouthwestAir cancellations and delays,2017-04-08 16:20:36,0,0,0.0,0.843,0.157,0.4215
'La alianza con @ Avianca es la puerta para continuar la expansión en el país': United Airlines http://ow.ly/j6eP30aF55I pic.twitter.com/3ed7XcMG3u,2017-04-08 16:20:07,7,15,0.0,0.851,0.149,0.4215
I happily booked a flight and all of a sudden on segment is not available in my fair class and said I need to pay additional $1000,2017-04-08 16:19:33,0,0,0.051,0.733,0.216,0.6705
Thank you to whoever left the Donald Judd @ WSJ in my @ united seat back. I appreciate you. pic.twitter.com/vGEy3g58bd,2017-04-08 16:19:28,0,4,0.0,0.636,0.364,0.7906
"Oh dear, I'm sorry to hear about the delayed bags. Have you contacted our Baggage team at the London airport? ^AD",2017-04-08 16:18:31,0,0,0.134,0.756,0.109,0.1027
"Kate, we do advise on our website that seating may change due to operational demands. We regret the inconvenience. ^JR",2017-04-08 16:18:23,0,0,0.227,0.773,0.0,-0.6486
"At times, we gate-check due to weight restrictions as well, though we truly regret the inconvenience. ^AD",2017-04-08 16:17:58,0,0,0.227,0.558,0.215,-0.0772
"We truly appreciate the feedback, and your being our eyes and ears on the ground. What was the flight number? ^AD",2017-04-08 16:17:08,0,0,0.0,0.723,0.277,0.7096
"@ AmericanAir I know we've had our ups and downs, but I'm sorry for stepping out and trying @ united will you take me back? # getmehome # sos",2017-04-08 16:16:37,0,0,0.053,0.81,0.136,0.5023
@ united absolutely terrible experience today at SFO. Your delays made me miss my flight to PHL. Stuck here for 9 hours! @ united,2017-04-08 16:16:27,0,0,0.252,0.554,0.194,-0.1742
But can he fly there in tights ??,2017-04-08 16:16:07,0,0,0.0,1.0,0.0,0.0
"Glad to hear you're enjoying it, Kate. ^CC",2017-04-08 16:14:51,0,0,0.0,0.484,0.516,0.7506
@ united my good bud just became a million miler today and we want to do something special for him on his next flight. Can you DM me?,2017-04-08 16:14:48,0,0,0.0,0.694,0.306,0.8271
"Both legs of my trip had me sitting on the runway, late and had things united could have run differently. Disappointing.",2017-04-08 16:14:04,0,0,0.128,0.76,0.112,-0.1027
...they know passengers are coming in on a connection that close due to weather. Bumped to flight hours later. Arrived 4 hours after planned,2017-04-08 16:13:10,0,0,0.0,1.0,0.0,0.0
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-08 23:13",2017-04-08 16:13:07,0,0,0.0,1.0,0.0,0.0
Chicago employees don't strive to accommodate! However I appreciate your acknowledgement. Hope @ united makes improvements.,2017-04-08 16:12:43,0,0,0.0,0.476,0.524,0.8748
United 101. Booked 20 days ago. No one can tell me how to get a seat. Staff not helpful. # unitedAIRLINES # customerexperience # sucks,2017-04-08 16:12:24,0,0,0.262,0.634,0.104,-0.4993
1st 4/2:1499/1943. Boarded us & sat for weather clearance. Cnxn took off as we landed. Never had an airline NOT hold a plane when....,2017-04-08 16:12:01,0,0,0.0,1.0,0.0,0.0
# tired,2017-04-08 16:11:53,0,0,1.0,0.0,0.0,-0.4404
United Airlines $500 travel flight e-voucher expires 04/06/18 http://www.travel31.com/US/landing-static/twitter05/?id=http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337889874&item=142341804025&vectorid=229466&lgeo=1 …pic.twitter.com/3DfOipW0pn,2017-04-08 16:11:18,0,0,0.0,0.717,0.283,0.4871
United Airlines $500 travel flight e-voucher expires 04/06/18 http://www.travel31.com/US/landing-static/twitter03/?id=http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337889874&item=142341804025&vectorid=229466&lgeo=1 …pic.twitter.com/FhtAylh4ay,2017-04-08 16:11:17,0,0,0.0,0.717,0.283,0.4871
$80 to be moved 1st on the upgrade list from LAX to Honolulu @ AmericanAir then told Im actually 5th. Switch to @ united never been closer,2017-04-08 16:11:00,0,2,0.0,0.896,0.104,0.4215
Stuck in DC. # unitedairlines fail to provide first office. We are all taken off plane and now play waiting game.,2017-04-08 16:10:20,0,1,0.221,0.683,0.096,-0.4767
2nd:898. Swapped our gate but plane was fueled for original...burned fuel AFTER boarding us. We arrived an hour late.,2017-04-08 16:09:52,0,0,0.0,1.0,0.0,0.0
"Nicole, we feel your frustration. To check, have you submitted this for potential compensation? http://bit.ly/U46edh  ^AD",2017-04-08 16:09:42,0,0,0.171,0.829,0.0,-0.4767
On track to have 65 @ UnitedAirlines segments by June 11. Anyone else think they'd be traveling less in 2017? # roadwarrior,2017-04-08 16:09:23,1,7,0.0,1.0,0.0,0.0
"Hey Dianka, are you checking any items? If not, you can check-in online, or over our Mobile app. ^JR",2017-04-08 16:08:49,0,0,0.0,1.0,0.0,0.0
@ united Please note a clarification: This would be a one-way ticket.,2017-04-08 16:08:08,0,0,0.0,0.579,0.421,0.6249
"While seat assignments aren't guaranteed, we strive to accommodate, especially families. I'm disappointed to hear this. ^AD",2017-04-08 16:07:57,0,0,0.174,0.826,0.0,-0.5209
"Wow, United Airlines completely solved their PR crisis with one tweet https://twitter.com/united/status/850531807779057664 …",2017-04-08 16:07:45,4,42,0.194,0.379,0.426,0.5984
Please DM your confirmation number and details about what's happening. ^ADhttps://twitter.com/messages/compose?recipient_id=260907612 …,2017-04-08 16:07:09,0,0,0.0,0.714,0.286,0.3818
"Help this cat get 18MM RTs - it's all in good fun, & he'll get a flight to any city in the world served by both @ united & @ Wendys.https://twitter.com/carterjwm/status/849813577770778624 …",2017-04-08 16:07:00,0,0,0.0,0.642,0.358,0.8934
How many RTs to fly him to Gitmo? (To clarify: it would be a one-way ticket),2017-04-08 16:06:43,0,1,0.0,1.0,0.0,0.0
@ united PLEASE PLEASE hold flight 66 from IAH to RDU! we will RUN from flight 630 when we get in! # please # omg,2017-04-08 16:05:55,0,0,0.0,0.605,0.395,0.8945
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-08 23:05",2017-04-08 16:05:07,0,0,0.0,1.0,0.0,0.0
Way to go @ united !!! Click below and help a man get his nuggets. # wendyshttps://twitter.com/united/status/850531807779057664 …,2017-04-08 16:04:02,0,1,0.0,0.653,0.347,0.7488
. @ United Airlines Is Facing an Extreme Wine Shortage Because We Drank It All http://www.travelandleisure.com/airlines-airports/united-airlines-wine-shortage …,2017-04-08 16:03:15,0,0,0.119,0.714,0.167,0.2023
@ united the sad thing is I could've rebooked and saved my day if we had good info. That's 48 hr trip from # bos to # gsp acceptable?,2017-04-08 16:03:01,0,0,0.091,0.59,0.319,0.7717
@ united,2017-04-08 16:03:00,0,0,0.0,0.0,1.0,0.4215
@ united @ SkyWestAirlines quick change super uptra fast maintenance fix. # impressivepic.twitter.com/XacnX4Aym6,2017-04-08 16:02:17,0,1,0.0,0.544,0.456,0.7717
"@ united please have someone from the customer care team contact me directly, or empower your onsite employees to make decisions.",2017-04-08 16:01:29,0,0,0.0,0.672,0.328,0.8074
Free and easy PR.,2017-04-08 16:01:13,0,0,0.0,0.244,0.756,0.7351
Yes. Spoke to gate agent - no help. Asked for supervisor - no help. Disappointed. I get protocol but customer service was not shown at all.,2017-04-08 16:01:11,0,0,0.189,0.612,0.2,0.0772
I know the rules. And they made me boycott @ United. They thus lose business class passengers. Dumb shits.,2017-04-08 16:01:04,0,1,0.435,0.458,0.107,-0.8225
I understand your frustration completely. Please let us know if you are having trouble rebooking at the desk. ^AD,2017-04-08 16:01:03,0,0,0.248,0.641,0.111,-0.4951
Because of # pictures and # reviews from # fans we are # happy to be part of @ united # snacks through the rest of #2017! # Daelmans # stroopwafelspic.twitter.com/Xn6ncPT470,2017-04-08 16:00:41,1,5,0.0,0.756,0.244,0.7777
y'all retweeting the wrong shit,2017-04-08 16:00:21,0,0,0.691,0.309,0.0,-0.7717
@ united Waiting on my second delayed United flight today because of maintenance issues. Feelin real safe (and real late) you guys!,2017-04-08 16:00:15,0,0,0.069,0.614,0.317,0.784
I am currently seeing estimated departure is 6:10 p.m. due to mechanical operations. ^AD,2017-04-08 16:00:08,0,0,0.0,1.0,0.0,0.0
@ united this will be the 3rd time I've rebooked in two days # getmehome,2017-04-08 15:58:37,0,0,0.0,0.811,0.189,0.4215
"Hi, Stephen. Please DM with your confirmation number and we would be happy to take a look at your reservation. ^EBhttps://twitter.com/messages/compose?recipient_id=260907612 …",2017-04-08 15:58:33,0,2,0.0,0.7,0.3,0.743
I'm trying to speak to a supervisor in customer service.I had time to make a twitter and find a nice cover photo from an on time # aa flight,2017-04-08 15:57:59,0,0,0.0,0.896,0.104,0.4215
"Just to clarify, have you spoken to the gate agents at the airport about the seat assignments? ^AD",2017-04-08 15:57:57,0,0,0.0,1.0,0.0,0.0
"I get it - it takes extra effort, but at least kindness would have helped me.",2017-04-08 15:57:20,0,0,0.0,0.765,0.235,0.6124
"# u13nats United Airlines U13 Ripken Nationals day four. Diamond bracket, HV Hornets 18 - Porirua Bombers 9, Bayside 8 - Counties 5.",2017-04-08 15:56:51,0,0,0.0,0.766,0.234,0.6369
And it keeps getting delayed!!! @ united,2017-04-08 15:56:03,0,0,0.198,0.418,0.384,0.4168
"NIkki, we appreciate the feedback, as we strive for superior comfort for all passengers on board. ^AD",2017-04-08 15:55:34,0,1,0.0,0.617,0.383,0.8271
"Although I bought tickets together, seats are far apart. Agents won't help us a won't even try! Hopefully passengers are nicer and help.",2017-04-08 15:55:14,0,0,0.262,0.63,0.108,-0.4881
But they time to answer tweets...,2017-04-08 15:54:20,0,0,0.0,1.0,0.0,0.0
"Chiaki, we don't mean to provide inaccurate updates. What is the flight number? ^AD",2017-04-08 15:54:01,0,0,0.0,0.909,0.091,0.0772
"Jo, we're worried. Has this flight already occurred? ^AD",2017-04-08 15:53:21,0,0,0.216,0.784,0.0,-0.296
Thanks. The issue was sorted out.,2017-04-08 15:53:20,0,0,0.0,0.633,0.367,0.4404
I need a round trip to Miami may 5-9 wassup lol @ united,2017-04-08 15:53:14,0,0,0.0,0.588,0.412,0.6808
"However, hopefully we can help at this time. Are you looking to be rebooked? ^AD",2017-04-08 15:52:59,0,0,0.0,0.707,0.293,0.6597
Our Customer Care team is the designated group for compensation: http://bit.ly/U46edh . ^AD,2017-04-08 15:52:43,0,0,0.0,0.775,0.225,0.4939
"Laura, we're concerned. What's going on? ^AD",2017-04-08 15:51:49,0,0,0.0,1.0,0.0,0.0
"@ united I'm here, but asked to go to your website to get a resolution # missingpilots # getmehome it's been 2 days already.pic.twitter.com/eRq0ppJk8i",2017-04-08 15:51:31,0,0,0.0,0.905,0.095,0.2263
"Ryan, please let us know if we can help. ^AD",2017-04-08 15:51:21,0,1,0.0,0.615,0.385,0.6124
"Where are you headed today, Phillip? ^AD",2017-04-08 15:50:14,0,0,0.0,1.0,0.0,0.0
@ united I'm going to need more than 140 characters for this complaint # getmehome # sos # customerservice?,2017-04-08 15:49:59,0,0,0.137,0.71,0.153,0.0772
"There she goes! Thanks for sharing the moment, Sam. ^AD",2017-04-08 15:49:38,0,0,0.0,0.572,0.428,0.7177
"Seriously not worth it. Instead of trying to steal Wendy's viral marketing, please consider improving your service.",2017-04-08 15:49:27,0,16,0.277,0.507,0.215,-0.1195
wow @ Wendys @ united! https://twitter.com/united/status/850531807779057664 …,2017-04-08 15:48:49,0,0,0.0,0.225,0.775,0.784
"Megan, what flight number is this? ^AD",2017-04-08 15:48:39,0,0,0.0,0.822,0.178,0.0772
. @ united all we can to keep them quiet. It she continues to over enforce and make us the center of attention. We are doing all we can to ...,2017-04-08 15:48:14,0,0,0.0,0.909,0.091,0.4215
. @ united keep calm and make it to our destination without incident. We haven't done anything different than we did our initial flight..,2017-04-08 15:48:14,0,0,0.0,0.797,0.203,0.6249
. @ united the flight attendant on flight 4271 seems like she is trying to encourage a confrontation. We are flying with two kids and doing...,2017-04-08 15:48:13,0,0,0.077,0.635,0.288,0.743
. @ united all went splendidly during our last flight.,2017-04-08 15:48:13,0,0,0.0,0.504,0.496,0.7096
"YOU are awesome, United!",2017-04-08 15:48:09,0,0,0.0,0.218,0.782,0.8016
"How are you enjoying the club, Nathan? ^AD",2017-04-08 15:48:08,0,0,0.0,0.673,0.327,0.5267
Today is my 21st anniversary as a pilot for @ united. My how time flies (pun intended) # CrewLife,2017-04-08 15:48:01,0,2,0.0,0.843,0.157,0.4215
You have to know the rules and understand them in order to fight them.,2017-04-08 15:47:29,0,1,0.167,0.833,0.0,-0.3818
"I'm at @ United Club in Honolulu, HI https://www.swarmapp.com/c/7MWVDEsuHrO",2017-04-08 15:47:22,0,0,0.0,0.714,0.286,0.4215
"No it doesn't. I understand what you're trying to say and do, but you're making arguments that make it seem like you don't understand.",2017-04-08 15:47:16,0,3,0.181,0.704,0.114,-0.2263
"A @ united 737 blasting out of DCA to BOS! @Navy Yard, Washington, D.C. https://www.instagram.com/p/BSpEN9IAnuNelEkp0MYmh3eQgZoUyV9XklR_Lg0/ …",2017-04-08 15:47:05,0,0,0.0,0.795,0.205,0.4753
I paid $200 to switch my flight on @ united. Now @ united has delayed my flight by 4 hours. Where's *my* $200? Bullshit,2017-04-08 15:46:40,3,28,0.209,0.586,0.205,-0.0258
I understand the guidelines. They should be changed. Telling me they are the guidelines misses the point.,2017-04-08 15:46:10,1,8,0.112,0.888,0.0,-0.2263
I know the dress standard. I think the rule should be changed.,2017-04-08 15:45:37,0,0,0.0,1.0,0.0,0.0
@ United They were travelling on a buddy/employee pass for free most airlines have a dress code for that service u r representing the airline,2017-04-08 15:44:43,0,0,0.0,0.747,0.253,0.7269
@ matthewmagellan,2017-04-08 15:44:13,0,0,0.0,1.0,0.0,0.0
"We bought economy plus, reserved row 7. What's the point of that if someone can just come along and bump you the day of the flight? @ united",2017-04-08 15:43:47,0,0,0.0,0.903,0.097,0.4215
it's your right completely. I'm just trying to inform you of some things. Maybe you should read all of their guidelines so you understand.,2017-04-08 15:43:44,0,2,0.0,1.0,0.0,0.0
My problem is @ united telling the girls what to wear. Regardless of whether they were paying or not. @ United molest teenage girls.,2017-04-08 15:42:27,0,0,0.177,0.634,0.189,0.0829
They enforced it against teenage girls who were not employees. Its my right to boycott @ United and I will. But I will also do more.,2017-04-08 15:41:48,1,6,0.088,0.805,0.107,0.128
Girls have to wear dresses of a certain length and have closed toed shoes.,2017-04-08 15:41:44,0,0,0.0,0.851,0.149,0.2732
"@ united united keeps changing departing time between 4: 55 and 5:00, only five minutes, without notifying me. is this some kind of trick?",2017-04-08 15:41:26,0,0,0.055,0.738,0.207,0.6258
I know that. The rule is sexist and should be changed. I will not pay my money to sexist companies. @ United loses customers.,2017-04-08 15:40:44,0,0,0.094,0.738,0.168,0.2013
"I agree it's sexist, but men who ride on the airline have a dress code as well. You have to wear slacks and dress shoes and a nice shirt.",2017-04-08 15:40:41,0,1,0.0,0.74,0.26,0.7964
@ united @ DENAirport # becauseairplanespic.twitter.com/fbTMYA6gPq,2017-04-08 15:40:18,0,1,0.0,0.417,0.583,0.4215
I know they did not pay. I do not pay my money to sexist companies. @ United will not get my money.,2017-04-08 15:40:04,0,0,0.0,0.748,0.252,0.5255
They were on a buddy pass so they were riding for free on the airline and they were representing the company.,2017-04-08 15:39:39,0,0,0.0,0.852,0.148,0.5106
