text,date,retweets,favorites,negative,neutral,positive,compound
The number to our Reservations team is 800-864-8331. ^JR,2017-04-06 16:37:13,0,0,0.0,0.86,0.14,0.0772
if united airlines kicked that girl off for wearing leggings i wonder if they'd kick me off for wearing my kangaroo onesie,2017-04-06 16:37:04,0,3,0.0,0.877,0.123,0.4215
"Erin, what's going on? We dislike that it isn't going as expected thus far. ^JR",2017-04-06 16:36:17,0,0,0.157,0.843,0.0,-0.3818
"United Airlines, American Airlines in heated on-time arrival fight: Chicago Business Journal -http://www.bizjournals.com/chicago/news/2017/04/05/united-airlines-american-airlines-on-time-arrivals.html …",2017-04-06 16:35:00,0,1,0.159,0.671,0.171,0.0516
A rare beast. It long left for the @ united 747s. https://twitter.com/mikeymack68/status/850126615749173248 …,2017-04-06 16:34:11,0,5,0.0,0.763,0.237,0.4215
I just checked in for my flight from NRT to GUM using the United Airlines mobile app,2017-04-06 16:34:01,0,1,0.0,0.843,0.157,0.4215
"@ united why is 2400 still delayed- captain announced 15 minutes ago that mechanical issue was fixed - no announcements, no communication",2017-04-06 16:32:51,0,0,0.251,0.637,0.112,-0.3612
@ united never fails to disappoint and they don't really care! Bad # CX,2017-04-06 16:32:40,0,0,0.138,0.34,0.522,0.7841
Coming through ORD?,2017-04-06 16:32:07,0,0,0.0,1.0,0.0,0.0
@ united Annnnnnnd after being on the phone 2x with CS and over an hour....I'm being told I have to go wait back in the line of 100-200 ppl.,2017-04-06 16:31:27,0,0,0.0,0.903,0.097,0.4215
@ united what is going on with 2400 - we are sat an hour in the flight - mech delay fixed yet no movement. Agents haven't even offered water,2017-04-06 16:31:20,0,0,0.149,0.759,0.092,-0.1779
This god aweful airline just keeps getting better..thanks again @ united ..my bags will be enroute to punta cana while i sleep in newark.,2017-04-06 16:31:17,0,0,0.0,0.803,0.197,0.5994
"Thinking on going to NYC for a weekend just because.. I mean, why not? Right. # unitedairlines",2017-04-06 16:31:16,0,0,0.0,1.0,0.0,0.0
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:10,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:10,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:09,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:09,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:09,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:08,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:08,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:08,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:07,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:07,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:07,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:06,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:06,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:05,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:05,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:05,1,2,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:04,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:04,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:04,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:03,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:02,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:02,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:02,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:01,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:01,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:00,0,0,0.0,0.781,0.219,0.4215
"Are leggings really considered appropriate pants, United Airlines doesn't think so. https://youtu.be/ENxW1WtbAWQ pic.twitter.com/3cmft8mgIH",2017-04-06 16:30:00,1,1,0.0,0.797,0.203,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:00,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:00,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:30:00,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:59,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:59,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:59,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:58,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:58,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:58,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:57,3,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:57,0,0,0.0,0.781,0.219,0.4215
Why United Airlines Bars Girls From Wearing Leggings on Flight. http://dld.bz/f95Tb,2017-04-06 16:29:57,0,0,0.0,0.781,0.219,0.4215
Mock IED Found On Chicago-Bound United Airlines Flight from Canada # unitedAIRLINES https://www.youtube.com/watch?v=Vr_tnWDxPGo&feature=share …,2017-04-06 16:28:50,0,0,0.179,0.641,0.179,0.0
@ united you do this so constantly... my UA741 still shows ON TIME even though tail num 3419 UA698 will get here 15 minutes after my depart,2017-04-06 16:28:49,0,0,0.0,0.899,0.101,0.4215
Could be worse @ Delta has stranded my family 3 of our last 4 trips. Just a horrible airline to deal with,2017-04-06 16:27:54,0,0,0.292,0.708,0.0,-0.765
TOURISM: United Airlines Will Increase Daily Flights From Houston To St. Thomas This Summer http://ln.is/vifreepress.com/2017/3oT6h …pic.twitter.com/ICSEQPkZR7,2017-04-06 16:26:27,0,0,0.0,0.702,0.298,0.6249
@ united another lovely late flight. You guys are awesome. Always when I need to be somewhere you are late,2017-04-06 16:26:26,0,0,0.0,0.584,0.416,0.8934
Swinging from DCA to IAD to make it to friend's wedding! @ united on the phone saved my day! Ladies at gate 12 DCA didn't even tried!,2017-04-06 16:26:12,0,2,0.0,0.788,0.212,0.7562
@ united know delay flight 899 since 11:30am. To board at 4p. Stall At 4:15p the crew illegal. Another delay. No crew. Customer NOservice,2017-04-06 16:24:39,0,0,0.381,0.531,0.087,-0.8126
Thank you @ Lufthansa for not cooperating with another @ staralliance member @ united not allowing checkin via transfer flight and squeeze me,2017-04-06 16:23:47,0,1,0.0,0.773,0.227,0.6486
People have been sleeping at the airports and @ Delta can't be bothered to even offer them a blanket. I'd rather fly @ united without leggings,2017-04-06 16:23:17,0,0,0.0,0.815,0.185,0.5806
@ united your # ICT Wichita team might be the friendliest United check-in & gate agents I've ever interacted with! # impressed # customerservice,2017-04-06 16:22:27,0,1,0.0,0.544,0.456,0.9117
"@globalbrowngirl, @ united offered nothing while stuck @IAH last wk! # teamdelta http://ln.is/www.usmagazine.com/e/XpwDk …",2017-04-06 16:22:03,0,0,0.0,0.651,0.349,0.5903
Option 2: Find a seat next to an older couple. They love kids and will ask to hold/ entertain yours. Then grab a drink with lots of alcohol.,2017-04-06 16:20:19,0,2,0.0,0.787,0.213,0.7579
"Hi @ united , it's 2017 and you should know Hispanic people have 2 surnames (X Y)and that it should be Mr. X Y not Mr. Y like you do to me.",2017-04-06 16:19:51,0,1,0.073,0.83,0.097,0.1754
Game recognize game,2017-04-06 16:19:33,0,0,0.0,1.0,0.0,0.0
Cry. Find a corner and cry because it's going to be an even longer flight. ;) kidding. Hang in there.,2017-04-06 16:18:03,0,1,0.253,0.612,0.135,-0.5994
American charged after ‘mock IED’ forced grounding of United Airlines flight 547 at Pearson Airport http://globalnews.ca/news/3360845/united-airlines-flight-547-grounded-us-customs-investigation/ …,2017-04-06 16:17:09,11,5,0.233,0.631,0.136,-0.25
"No wonder @ United is always late. They think they're ""on schedule"". Gate display 20 min after sched departure, not even boarding yet. pic.twitter.com/zbVbgXiqet",2017-04-06 16:16:11,0,0,0.085,0.808,0.108,0.1531
2/2 ATL as a red-eye 2nite; it could still be delayed (or swapped) but if the plane shows up overnight that's 1/2 the battle,2017-04-06 16:15:54,0,0,0.188,0.812,0.0,-0.5927
@ united #757 waits on Lima @ flySFO # avgeekpic.twitter.com/fP0YZQx8la,2017-04-06 16:15:47,0,1,0.0,0.682,0.318,0.4215
Thank you for joining us on our USA Mystery Tour! It's been a blast! @ flightcentreau @ united @ visittheusa # sun7USApic.twitter.com/JpgnmRCaZt,2017-04-06 16:15:36,5,11,0.0,0.718,0.282,0.7081
@ united seriously any updates on UA410?,2017-04-06 16:15:19,0,0,0.2,0.471,0.329,0.2732
@ united you have worst service and all the flights are delayed every time.. why why why???,2017-04-06 16:15:01,0,0,0.293,0.582,0.125,-0.5775
What # UnitedAirlines could have done differently to ease the impact of their # SocialMedia snafu.http://hubs.ly/H06Z2K20,2017-04-06 16:15:00,1,0,0.0,0.839,0.161,0.3612
"Love @ SouthwestAir but they delay my flight missed Connection, no hotelcar, and said I can get home in 24 hrs my dime @ united stepped up",2017-04-06 16:14:02,0,0,0.253,0.561,0.186,-0.3071
"When the going gets tough, @ United disappears and disappoints. I just want to see my military family! Why is this so difficult?! pic.twitter.com/L5T7rBw6lM",2017-04-06 16:13:52,0,0,0.251,0.603,0.145,-0.4559
"Hey @ united, duck you man... worst flight experience with you.. will never travel again with united",2017-04-06 16:13:50,0,0,0.181,0.573,0.247,0.128
"raise this gif to the 4th power, and you get me after my @ united flight yesterday https://twitter.com/roddrury/status/849868192990208001 …",2017-04-06 16:13:12,0,0,0.0,0.851,0.149,0.4215
They were on a flight pass from one of the girls dads. They have a dress code when flying on the company dime. The girls didn't follow.,2017-04-06 16:12:06,0,0,0.0,1.0,0.0,0.0
"In my Polaris seat (great new @ united!), ready to depart for # HongKong, and I see a travel message to enjoy my home state of # Colorado!pic.twitter.com/aktNSupcnS",2017-04-06 16:09:21,8,13,0.0,0.77,0.23,0.7418
@ united certainly wins the award for shoving ppl onto a ridiculously hot airplane and just sitting there. Every time,2017-04-06 16:08:55,0,0,0.086,0.468,0.446,0.875
Unacceptable service,2017-04-06 16:08:48,0,0,0.75,0.25,0.0,-0.4588
"@ united facts, gotta get back to the blue chips!",2017-04-06 16:08:02,0,0,0.0,0.721,0.279,0.4753
@ united Just heard the news that you've eliminated the cheese plate. Say it ain't so...,2017-04-06 16:07:50,0,1,0.0,0.833,0.167,0.4215
@ united this delay from ORD to LGA is unreasonable. Whats a guy supposed to do?,2017-04-06 16:07:48,0,0,0.135,0.702,0.164,0.128
"That plane (N427UA, track: http://bit.ly/2p6PO9N ) currently on way to Fort Myers - you'd think @ united might have a spare A320 at its hub",2017-04-06 16:06:21,0,0,0.0,0.877,0.123,0.4215
@ united just had the worst customer service experience in Ithaca. Staff was rude and not helpful.,2017-04-06 16:06:21,1,1,0.389,0.495,0.116,-0.7672
Take us to this magical place with sun and psalm trees. We want to enjoy this weather. ^JR,2017-04-06 16:06:02,0,0,0.0,0.78,0.22,0.5423
@ united is this number a real customer service number 800-932-2732? Have a charge on my account and haven't flown United in awhile.,2017-04-06 16:05:52,0,0,0.098,0.674,0.228,0.2658
. @ united is making my trip home so terrible. Never booking a flight with you again,2017-04-06 16:05:42,0,2,0.212,0.639,0.149,-0.294
The person working left for over one hour to go assist with a deplaning,2017-04-06 16:05:40,0,0,0.0,1.0,0.0,0.0
"Apple, United Airlines, IBM team up on maintenance - Chicago Business Journal http://ht.ly/UOTc30aCurS",2017-04-06 16:05:08,0,0,0.0,0.797,0.203,0.4215
thank you sir!,2017-04-06 16:04:28,0,1,0.0,0.417,0.583,0.4199
Why the Outrage of United Airlines Dress Code Shouldn’t Have Legs https://shar.es/1QlvmU,2017-04-06 16:04:13,0,0,0.205,0.621,0.174,-0.128
Counter. Sorry. Either way not happy. We need answers.,2017-04-06 16:04:06,0,0,0.38,0.62,0.0,-0.5103
Yikes! Too bad @ united or @ AmericanAir couldn't help you out. You at least deserve a MegaBus.,2017-04-06 16:04:05,0,1,0.29,0.576,0.134,-0.5023
I'm keeping my cool (I'm amazing) but it would also be really nice if I had my bag bc...pic.twitter.com/fUVvHKu0mc,2017-04-06 16:03:33,0,0,0.0,0.734,0.266,0.6994
trailing cone for testing/calibrating pitot-static system.,2017-04-06 16:03:22,0,9,0.0,1.0,0.0,0.0
Mock IED Found On Chicago-Bound United Airlines Flight from Canada https://www.youtube.com/watch?v=Vr_tnWDxPGo&feature=share …,2017-04-06 16:02:57,0,0,0.192,0.616,0.192,0.0
"Not at the gate, at the counter.",2017-04-06 16:02:54,0,0,0.0,1.0,0.0,0.0
You coming to your new NFL home bro # GoSeahawks,2017-04-06 16:02:37,0,0,0.0,1.0,0.0,0.0
"@ United Beware of United Airlines. They destroy your belongings, send you in circles and provide zero answers to direct questions.",2017-04-06 16:02:32,0,0,0.134,0.651,0.215,0.2732
"Thank you Cay, it is, but worth it! ;)",2017-04-06 16:02:29,1,1,0.0,0.471,0.529,0.6948
What gives? Very disappointed.,2017-04-06 16:02:18,0,0,0.531,0.469,0.0,-0.5256
Thank you Tim! =),2017-04-06 16:01:59,0,1,0.0,0.25,0.75,0.7177
@ united my wife @ JazzieJess99 is stranded in Ithaca and is getting very bad service at the gate. Flight to ORF cancelled. No info on return.,2017-04-06 16:01:54,0,0,0.251,0.661,0.088,-0.6361
I hope so:( # strandedinjersey,2017-04-06 16:01:10,0,0,0.0,0.408,0.592,0.4404
what is that thing on the tail fin?,2017-04-06 16:01:00,0,6,0.0,1.0,0.0,0.0
The winner may not be who you think it is. http://buff.ly/2p1lptG # personalfinance # travel @ United @ SouthwestAir @ AmericanAir @ Delta,2017-04-06 16:00:34,0,0,0.0,0.694,0.306,0.765
Delayed for 2.5 hrs at CLT with @ AmericanAir.. Miss flying @ united. Pleasee start direct flight from CLT to SFO...soon!,2017-04-06 16:00:11,0,0,0.168,0.708,0.124,0.1511
"ICYMI, the 787-10 # Dreamliner took flight in Charleston last week! This @ BoeingAirplanes beauty joins the friendly skies in 2018.pic.twitter.com/buLDE4vV69",2017-04-06 16:00:08,138,478,0.0,0.7,0.3,0.807
"FYI, this photo is from the patio at @ frenchmansreef. Also, this summer @ United flies daily from D.C. & in Sept & Oct adds Sat. EWR flights. https://twitter.com/EdWetschler/status/850087293624909824 …",2017-04-06 16:00:01,1,5,0.0,0.812,0.188,0.6523
Ahh. HKG. Love Hong Kong. Safe travels.,2017-04-06 15:59:39,0,1,0.0,0.413,0.587,0.7964
"Unbelievable @ united, total mess at IAH today. Y'all need to look up ""United"" in the dictionary and get on the same page # hotmess",2017-04-06 15:59:28,0,1,0.092,0.738,0.17,0.2732
3 delays so far @ united # Houston we will see you soon,2017-04-06 15:58:15,0,0,0.0,0.745,0.255,0.4728
"RT Lowest # CustomerSatisfaction Ratings: Cox Communications, Comcast, Facebook, United Airlines, and JPMorganChace",2017-04-06 15:58:13,0,0,0.169,0.649,0.182,0.0516
@ united needs met this will be a HUGE problem.,2017-04-06 15:57:15,0,0,0.2,0.369,0.431,0.4824
Hey look it's almost 2 and a half hours later and we're still not in the air. @ united loves to blame everyone else tho,2017-04-06 15:57:12,0,0,0.086,0.681,0.233,0.6249
@ united but after this experience I will NEVER take another United flight. If I get stuck in DC without a place to stay or my medical 7/?,2017-04-06 15:57:04,0,0,0.086,0.722,0.192,0.4767
A tough travel day @ LGAairport (departing 5 hours late) due to weather. The team @ united club was incredibly accommodating and informative. pic.twitter.com/jydSNSKMDz,2017-04-06 15:56:30,0,2,0.067,0.807,0.126,0.3182
@ united it disconnected and now I'm back on hold waiting again. I have been a loyal customer and MileagePlus member for almost 10 years 6/?,2017-04-06 15:56:24,0,0,0.0,0.781,0.219,0.7096
Thank you UnitedAirlines for having fun Staff. Our flight attendant is awesome # unitedairlines pic.twitter.com/bVvo32F2AS,2017-04-06 15:56:04,0,0,0.0,0.526,0.474,0.872
@ united long after treking across terminals. Then I called and was on hold for 30 minutes and your agent on the phone HUNG UP ON ME or 4/?,2017-04-06 15:55:46,0,1,0.0,0.903,0.097,0.4215
Thank you @ UnitedAirlines for having fun Staff. Our flight attendant is awesome # unitedairlines pic.twitter.com/pAZGsl0hLB,2017-04-06 15:55:28,0,1,0.0,0.526,0.474,0.872
