text,date,retweets,favorites,negative,neutral,positive,compound
The # support animal craze has gone way over the top - good for @ united,2018-01-30 15:49:24,0,0,0.081,0.404,0.515,0.8225
"How dare they refuse emotionally supportive birds aboard a plane? If anything, birds should feel right at home aboard a PLANE, shouldn't they? I sense a female protest movement brewing! http://bbc.in/2DNBqv5 # birdmetoo @ united",2018-01-30 15:49:19,0,1,0.12,0.656,0.224,0.3923
United Airlines denied a woman's attempt to bring a emotional support peacock onto a flight. http://www.businessinsider.com/united-denies-womans-attempt-to-bring-peacock-onto-flight-2018-1 …,2018-01-30 15:49:02,0,0,0.153,0.474,0.374,0.4939
@ united thank you for taking a stand! These pets being brought on board are getting out of control!,2018-01-30 15:48:56,0,0,0.0,0.718,0.282,0.7081
'Emotional support peacock' barred from United Airlines plane https://goo.gl/fb/xBa7to,2018-01-30 15:47:33,0,0,0.0,0.458,0.542,0.7269
United Airlines Forced Emotional Support Peacock to Give Up Its Seat http://www.travelandleisure.com/travel-news/united-airlines-denies-boarding-emotional-support-peacock …,2018-01-30 15:46:26,0,1,0.166,0.442,0.392,0.4767
Los Angeles Memorial Coliseum will be renamed United Airlines Memorial Coliseum. There were good times in the # Coliseumhttp://kmph.com/sports/content/los-angeles-memorial-coliseum-will-be-renamed-united-airlines-memorial-coliseum …,2018-01-30 15:46:22,1,3,0.0,0.737,0.263,0.6908
United Airlines grounds peacock that woman tried to take on board as a support animal http://toplocalnow.com/us/anchorage/at/14#t12299014 …,2018-01-30 15:46:09,0,0,0.0,0.703,0.297,0.6705
‘Emotional support peacock’ barred from United Airlines plane https://goo.gl/atyVzW # us,2018-01-30 15:46:03,0,0,0.0,0.593,0.407,0.6705
I gotta back @ united on this one: http://www.foxnews.com/travel/2018/01/30/woman-denied-emotional-support-peacock-on-united-flight.html …,2018-01-30 15:45:58,0,3,0.0,0.682,0.318,0.4215
i've been guilty of coming here just to complain. sometimes you just want to tell @ united how much they suck,2018-01-30 15:44:49,0,2,0.3,0.549,0.15,-0.6249
いやいやいや… BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:44:11,0,0,0.0,0.559,0.441,0.7269
United airlines is trash let this peacock be emotionally supportive https://twitter.com/bbcworld/status/958477824347820032 …,2018-01-30 15:43:26,1,0,0.0,0.643,0.357,0.6124
'Emotional support peacock' barred from United Airlines plane: United Airlines refuses to… https://goo.gl/fb/2GCRmJ,2018-01-30 15:43:06,0,0,0.0,0.476,0.524,0.836
United Airlines Just Did Customers a Huge Favor For Which Everyone Should Be Grateful @ ChrisMatyszczykhttp://on.inc.com/2BElEAM,2018-01-30 15:42:53,3,6,0.0,0.481,0.519,0.8689
Haha,2018-01-30 15:42:46,0,0,0.0,0.0,1.0,0.4588
'Emotional support peacock' barred from United Airlines plane http://ift.tt/2rVgVLc,2018-01-30 15:42:33,0,0,0.0,0.458,0.542,0.7269
# Peacocks # UnitedAirlines http://www.foxnews.com/travel/2018/01/30/woman-denied-emotional-support-peacock-on-united-flight.html?cmpid=prn_msn …pic.twitter.com/DHHQXDP8ho,2018-01-30 15:42:00,0,0,0.0,1.0,0.0,0.0
should they ride on top of the car and drag it like your disgusting son did?,2018-01-30 15:41:46,0,0,0.245,0.556,0.199,-0.25
That is awesome!,2018-01-30 15:41:45,0,1,0.0,0.313,0.687,0.6588
I tried flying with my emotional support tequila but @ TSA took it away.- Woman denied emotional support peacock on @ united flight http://fxn.ws/2DPMWKA # FoxNews,2018-01-30 15:41:19,0,1,0.12,0.498,0.383,0.7543
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/Z9XMm00,2018-01-30 15:41:02,0,0,0.193,0.333,0.473,0.4939
Was it an NBC executive????,2018-01-30 15:40:59,0,0,0.0,1.0,0.0,0.0
Patient belongs on bus minus bird .,2018-01-30 15:40:21,0,0,0.0,1.0,0.0,0.0
'Emotional support peacock' barred from United Airlines plane: United Airlines refuses to… https://goo.gl/fb/Htdp4c,2018-01-30 15:39:52,0,0,0.0,0.476,0.524,0.836
"# TravelTips: NO, just NO! 'Emotional support peacock' barred from United Airlines plane # Aviation @ warriors_mom http://www.bbc.com/news/world-us-canada-42880690 …",2018-01-30 15:39:46,0,0,0.252,0.43,0.318,0.1346
that emotional support peacock that @ united would not let board a plane today has an instagram and it is amazing @dexterthepeacock - ur welcome,2018-01-30 15:39:41,0,5,0.0,0.55,0.45,0.9169
BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.co.uk/news/world-us-canada-42880690 …,2018-01-30 15:39:40,0,0,0.0,0.53,0.47,0.7269
'Emotional support peacock' barred from United Airlines plane: United Airlines refuses to let a woman in New… https://goo.gl/fb/kuYMTP,2018-01-30 15:39:00,0,0,0.0,0.568,0.432,0.836
Homeward bound: Boarding@IAH: UA1513 IAH (06:05 pm LT) - CLE (08:57 pm LT) United Airlines: Houston - Cleveland # Flight,2018-01-30 15:38:59,0,3,0.0,0.851,0.149,0.4215
Oh. Thought this was direct.,2018-01-30 15:38:39,0,0,0.0,1.0,0.0,0.0
i bet @ united would have thought twice about letting that bird on a plane if they'd known he was a social media influencer https://www.vice.com/en_us/article/59w7nq/the-support-peacock-that-couldnt-get-on-a-flight-has-a-fire-instagram-vgtrn …,2018-01-30 15:38:19,14,55,0.0,0.877,0.123,0.4215
United Airlines deniega el embarque a una mujer que viajaba con un pavo real como animal de apoyo emocional http://dlvr.it/QDLBdW pic.twitter.com/ntUOZIFWhH,2018-01-30 15:38:10,0,0,0.0,0.865,0.135,0.4215
"Have a great trip, Tamara! Always great having you on board. ^AD",2018-01-30 15:37:26,0,0,0.0,0.515,0.485,0.8588
http://reason.com/blog/2018/01/30/you-are-not-entitled-to-bring-an-emotion …,2018-01-30 15:37:20,3,9,0.0,1.0,0.0,0.0
@ adamcarolla @ AdamCarollaShow Adam when will it ever end..... Emotional support peacock pouts after United Airlines rejection onto a flight,2018-01-30 15:37:03,0,0,0.142,0.569,0.289,0.3818
# Beyond100Days BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.com/news/world-us-canada-42880690 … So what happens when a fellow passenger has a morbid fear of your friend? Maybe a couple of lawsuits (airline & BFF) will stop this insanity and narcissism. .,2018-01-30 15:36:59,0,0,0.229,0.564,0.207,-0.2675
But still no emotional support-peacocks allowed right?,2018-01-30 15:36:58,0,0,0.25,0.568,0.182,-0.1531
Relieved that @ united has finally decided to hold the line ... at peacocks! http://wapo.st/2nuXy6e?tid=ss_tw&utm_term=.b5038ec55654 …,2018-01-30 15:36:49,0,0,0.0,0.678,0.322,0.69
United Airlines deniega el embarque a una mujer que viajaba con un pavo real como animal de apoyo emocional https://es.gizmodo.com/united-airlines-deniega-el-embarque-a-una-mujer-que-via-1822566344 …,2018-01-30 15:36:26,0,0,0.0,0.865,0.135,0.4215
About to # flythefriendlyskies @ united. # NYC here I come pic.twitter.com/Rd1AxLFW3i – bei Denver International Airport (DEN),2018-01-30 15:36:21,6,17,0.0,0.823,0.177,0.4215
"Strangely enough, @ united doesn’t allow peacocks on their flights. https://www.msn.com/en-us/travel/news/woman-denied-emotional-support-peacock-on-united-flight/ar-BBIti2U?li=BBnbfcL …",2018-01-30 15:35:50,0,4,0.158,0.504,0.338,0.3612
Woman's emotional support peacock denied seat on flight at Newark Airport @ EWRairport @ United https://njersy.co/2FuV4MH  via @ northjersey,2018-01-30 15:35:27,0,1,0.132,0.545,0.323,0.4939
'Emotional support peacock' barred from United Airlines plane http://bbc.in/2EqMsaD  OMGhttps://twitter.com/BBCWorld/status/958477824347820032 …,2018-01-30 15:35:14,0,0,0.0,0.496,0.504,0.7269
I didn’t mind the bludgeoned doctor but this...this is the last straw United Airlines Forced Emotional Support Peacock to Give Up Its Seat http://people.com/pets/united-airlines-kicks-off-emotional-support-peacock/ … via @ people,2018-01-30 15:35:07,0,0,0.117,0.615,0.268,0.631
And I was worried about carry-on's for economy # UnitedAirlines https://twitter.com/BBCWorld/status/958477824347820032 …,2018-01-30 15:35:01,0,0,0.216,0.784,0.0,-0.296
Emotional support # peacock denied seat on @ united (PHOTOS) https://sptnkne.ws/gAPH pic.twitter.com/kPElU4MeZD,2018-01-30 15:35:00,2,6,0.193,0.333,0.473,0.4939
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/n4Y7D4T,2018-01-30 15:34:33,0,1,0.193,0.333,0.473,0.4939
I vaguely remember that my great-grandmother had a peacock on her farm. I also vaguely remember my family not letting me near it for fear it might peck my eyeballs out. Well done @ united # PeacocksAreMean # EmotionalSupportPeacockhttps://washingtonpost.com/news/animalia/wp/2018/01/30/a-woman-tried-to-board-a-plane-with-her-emotional-support-peacock-united-wouldnt-let-it-fly/ …,2018-01-30 15:33:39,0,1,0.084,0.787,0.129,0.1779
"The Coliseum will now be officially named the United Airlines Memorial Coliseum. Aka the ""Fighting Arena"". What a mess, # USC lol.",2018-01-30 15:33:26,0,4,0.188,0.602,0.211,0.1531
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/kUgf1M6,2018-01-30 15:33:17,0,0,0.193,0.333,0.473,0.4939
"Those shithole countries, right? # FakeChristian",2018-01-30 15:33:10,0,0,0.0,1.0,0.0,0.0
"I'm getting an emotional support squid. This way, I can train it to squirt ink at all the people that annoy me!",2018-01-30 15:32:56,0,1,0.114,0.706,0.18,0.1759
If I’m flying first class explain to me how I don’t get a meal because you e ran out of food @ united keep in mind I paid for this flight didn’t use my miles and wasn’t upgraded,2018-01-30 15:32:42,0,0,0.0,0.92,0.08,0.4215
Takes a pig to know a pig. # FakeChristian,2018-01-30 15:32:36,0,0,0.0,1.0,0.0,0.0
Woman denied to bring emotional support peacock on # UnitedAirlines flight because airline said it didn't meet their guidelines. http://abc7ne.ws/2nvv0tI,2018-01-30 15:32:33,8,14,0.125,0.69,0.185,0.1027
It's now officially the United Airlines Memorial Coliseum http://www.latimes.com:80/sports/la-sp-usc-coliseum-renovation-20180129-story.html#nt=oft13a-4gp1latimes.com/sports/la-sp-u …,2018-01-30 15:32:14,0,0,0.0,0.741,0.259,0.4215
"If @ united won't let a woman bring her emotional support peacock on a plane, what's to keep them from denying boarding to my emotional support alpaca?",2018-01-30 15:32:08,1,2,0.075,0.566,0.358,0.7906
United Airlines Denies Boarding to Emotional Service Animal...a Peacock - Live and Let's Fly http://liveandletsfly.boardingarea.com/2018/01/29/united-airlines-peacock/ …,2018-01-30 15:30:49,0,0,0.154,0.604,0.242,0.1531
"We have moved it to Rymn's for repair. Since you haven't heard anything, it's best to call them directly at 800-355-8520. Please share the order number order #(769167) with them, and they should be able to give you an update. ^JR",2018-01-30 15:30:43,0,0,0.0,0.787,0.213,0.8402
"'Emotional support peacock' barred from United Airlines plane - United Airlines refuses to let a woman in New Jersey board a plane with a peacock, citing its size. http://ow.ly/ZBhn50gjlVW",2018-01-30 15:30:40,0,0,0.0,0.68,0.32,0.836
"BBC: 'Emotional support peacock' barred from United Airlines plane - United Airlines refuses to let a woman in New Jersey board a plane with a peacock, citing its size. http://ow.ly/91zB50gjlGy",2018-01-30 15:30:28,0,0,0.0,0.69,0.31,0.836
LA Coliseum To Be Renamed To United Airlines Memorial Coliseum in Naming Rights Deal http://ow.ly/VeSA30i4EbC,2018-01-30 15:30:23,0,0,0.0,0.833,0.167,0.4215
United Airlines suddenly makes headway reining in Middle East carriers - New York Business Journal - http://www.bizjournals.com https://www.bizjournals.com/newyork/news/2018/01/29/united-airlines-suddenly-making-headway-reining-in.html?ana=apple_newyork …,2018-01-30 15:30:04,0,0,0.0,0.833,0.167,0.4215
"United Airlines recently show down one traveler's request to bring her emotional support peacock on a flight. ""This animal did not meet guidelines for a number of reasons, including its weight and size."" http://bit.ly/2BEVpKv",2018-01-30 15:30:01,5,8,0.0,0.769,0.231,0.7506
Emotional Support Peacock Denied Boarding By United Airlines https://koanewsradio.iheart.com/content/2018-01-30-emotional-support-peacock-denied-boarding-by-united-airlines/#.WnD_19SSFkI.twitter …,2018-01-30 15:30:00,1,0,0.193,0.333,0.473,0.4939
"Wait, what? An # emotionalsupport # peacock? Really?! I’m glad @ united turned her down. This is getting ridiculous! # airlines # disability # ada @ FoxNews @ FOXLApic.twitter.com/VAsyTOCY8G",2018-01-30 15:29:38,0,0,0.091,0.656,0.252,0.6623
"Wow, just wow. Woman misses death of mother after being removed from United flight http://www.telegraph.co.uk/travel/news/united-airlines-woman-removed-from-flight/?WT.mc_id=tmg_share_tw … via @ TelegraphTravel # TravelTuesday # TravelersHelpDesk # TravelerHelpDesk # UnitedAirlines",2018-01-30 15:29:32,0,0,0.18,0.497,0.323,0.6808
United airlines is absolutely horrible!!! Like unbelievable!!! # UnitedAirlines,2018-01-30 15:29:25,0,0,0.228,0.241,0.531,0.6145
"Portland, Oregon to Turks & Caicos for only $374 roundtrip with @ united. http://www.secretflying.com/posts/portland-oregon-turks-caicos-374-roundtrip/ …pic.twitter.com/GiUqwNdaip",2018-01-30 15:28:57,6,4,0.0,0.797,0.203,0.4215
'Emotional support peacock' barred from United Airlines plane... https://fb.me/1MLsB7PmA,2018-01-30 15:28:51,0,0,0.0,0.458,0.542,0.7269
This woman's emotional support peacock was kicked off a @ United flight http://ti.me/2nnlKIy # airlines # airtravel,2018-01-30 15:28:50,0,0,0.0,0.585,0.415,0.7269
I too side with United on this. A peacock seriously they are anything but calm.,2018-01-30 15:28:30,0,0,0.083,0.617,0.299,0.5423
"[ Episode 147 ] What can boards learn from incidents like United Airlines, Equifax and HealthSouth? https://hubs.ly/H09Jl-s0  ft. @ Betsy_Atkins # CorpGovpic.twitter.com/Vj2viCH1X9",2018-01-30 15:28:05,0,2,0.0,0.751,0.249,0.6486
In today's edition of what a weird world we live in....United Airlines Forced Emotional Support Peacock to Give Up Its Seat http://people.com/pets/united-airlines-kicks-off-emotional-support-peacock/ … via,2018-01-30 15:27:58,0,0,0.174,0.667,0.159,-0.1027
'Emotional support peacock' barred from United Airlines plane - BBC News http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:27:22,0,0,0.0,0.53,0.47,0.7269
United Airlines Forced Emotional Support Peacock to Give Up Its Seat (Video) http://www.travelandleisure.com/travel-news/united-airlines-denies-boarding-emotional-support-peacock#3bd4cd5a-56cb-4523-8160-9e286be9880b … via @ TravelLeisure,2018-01-30 15:27:20,0,0,0.142,0.521,0.336,0.4767
"Thank you @ united and @ delta for finally toughening up the standards for these ""emotional support"" animals. It has been so frustrating watching people abuse the system with some cheap dog vest they bought on Amazon. Ideally there should be national guidelines and requirements.",2018-01-30 15:26:07,0,0,0.137,0.587,0.276,0.6198
United Airlines Just Did Customers a Huge Favor for Which Everyone Should Be Grateful https://www.inc.com/chris-matyszczyk/united-airlines-just-did-customers-a-huge-favor-for-which-everyone-should-be-grateful.html …,2018-01-30 15:25:39,0,0,0.0,0.481,0.519,0.8689
'Emotional support peacock' barred from United Airlines plane https://goo.gl/fb/3ZEtsA,2018-01-30 15:25:29,0,0,0.0,0.458,0.542,0.7269
Remember this one? Uniform November India Tango Echo Delta Bravo Romeo Echo Alpha Kilo Sierra Golf Uniform India Tango Alpha Romeo Sierra,2018-01-30 15:25:27,0,0,0.0,1.0,0.0,0.0
Coliseum sells naming rights to United Airlines http://crwd.fr/2DM9XJX,2018-01-30 15:25:18,0,0,0.0,0.714,0.286,0.4215
"""United airlines Memorial Colosseum"" get ready to get kicked out of your seats. # UnitedAirlines # LosAngeles",2018-01-30 15:25:03,1,3,0.0,0.71,0.29,0.6486
United Airlines y Best Day se alían en paquetes vacacionales https://fb.me/99a5v4dWH,2018-01-30 15:24:15,0,0,0.0,0.533,0.467,0.7906
"Oh god, you asked for it. Uniform November India Tango Echo Delta Delta Romeo Alpha Golf Sierra Papa Alpha Sierra Sierra Echo November Golf Echo Romeo Sierra Oscar Foxtrot Foxtrot Papa Lima Alpha November Echo Sierra",2018-01-30 15:23:30,0,0,0.0,0.943,0.057,0.2732
Needs more United Sealines for this to work. @ united https://twitter.com/BBCWorld/status/958477824347820032 …,2018-01-30 15:23:30,0,0,0.0,0.576,0.424,0.7089
'Emotional support peacock' barred from United Airlines plane - http://worldnewscity.com/world/emotional-support-peacock-barred-from-united-airlines-plane/ …,2018-01-30 15:23:27,0,0,0.0,0.458,0.542,0.7269
An emotional support peacock has been kicked off a United Airlines flight https://twitter.com/time/status/958471169526632449 …,2018-01-30 15:23:00,0,2,0.0,0.559,0.441,0.7269
'Emotional support peacock' barred from United Airlines plane - http://www.lebarate.com/emotional-support-peacock-barred-from-united-airlines-plane/ …,2018-01-30 15:22:58,0,0,0.0,0.458,0.542,0.7269
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/t8mjMDV,2018-01-30 15:22:27,0,0,0.193,0.333,0.473,0.4939
Woman 'thrown off' United # Airlines # flight misses saying goodbye to her dying mum - 9Honey :http://fat.ly/4bPfL,2018-01-30 15:22:26,0,0,0.107,0.734,0.158,0.2263
BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:22:21,0,0,0.0,0.53,0.47,0.7269
"Basically. I'm a veterinarian. Service animals are one thing and completely necessary. Emotional support animals...are for attention seekers and those looking to get around their landlord rules on ""no pets.""pic.twitter.com/nesSKpx88a",2018-01-30 15:21:53,1,1,0.067,0.787,0.147,0.3903
Thank you @ united this crap has gotten out of hand! Woman denied emotional support peacock on United flight - Fox Newshttps://apple.news/AiHyyyTtRQnSnDmuj-Y44YA,2018-01-30 15:21:31,0,0,0.175,0.355,0.47,0.8398
'Emotional support peacock' barred from United Airlines plane http://ift.tt/2rVgVLc  pic.twitter.com/hIBhMMqThX https://fb.me/FqZkMd3q,2018-01-30 15:21:30,0,0,0.0,0.53,0.47,0.7269
'Emotional support peacock' barred from United Airlines plane http://ift.tt/2rVgVLc pic.twitter.com/hIBhMMqThX,2018-01-30 15:21:24,0,0,0.0,0.458,0.542,0.7269
'Emotional support peacock' barred from United Airlines plane - BBC News http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:21:01,0,1,0.0,0.53,0.47,0.7269
Your afternoon cocktale today: woman denied emotional support peacock on @ united flight...this is why i always fly with my emotional support bottle of wine... http://www.foxnews.com/travel/2018/01/30/woman-denied-emotional-support-peacock-on-united-flight.html …,2018-01-30 15:20:38,2,2,0.09,0.557,0.353,0.7579
"United Airlines refuses to let woman board airplane with her emotional support peacock. What happened to our country, America? # snowflakes # feeble",2018-01-30 15:20:10,44,159,0.084,0.646,0.27,0.5994
Hi there. What is your question? Feel free to send a DM. ^KFhttps://twitter.com/messages/compose?recipient_id=260907612 …,2018-01-30 15:19:59,0,0,0.0,0.75,0.25,0.5661
Pop-up: 'Emotional support peacock' barred from United Airlines plane - BBC News,2018-01-30 15:19:49,0,0,0.0,0.53,0.47,0.7269
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/0NsyblT,2018-01-30 15:19:36,0,0,0.193,0.333,0.473,0.4939
BBC News - 'Emotional support peacock' barred from United # Airlines plane http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:19:19,0,0,0.0,0.53,0.47,0.7269
BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.co.uk/news/world-us-canada-42880690 …,2018-01-30 15:18:39,0,0,0.0,0.53,0.47,0.7269
PHXUA89188A,2018-01-30 15:17:52,0,0,0.0,1.0,0.0,0.0
'Emotional support peacock' barred from United Airlines plane http://www.bbc.co.uk/news/world-us-canada-42880690 …,2018-01-30 15:17:43,0,0,0.0,0.458,0.542,0.7269
'Emotional support peacock' barred from United Airlines plane - BBC News: http://www.bbc.co.uk/news/world-us-canada-42880690 …,2018-01-30 15:16:55,0,0,0.0,0.53,0.47,0.7269
"Cheese and Rice, @ united, you really have to start getting your droppings together “Emotional support peacock denied a seat on a United flight” https://twitter.com/i/moments/958398145737740288 …",2018-01-30 15:16:32,0,1,0.099,0.616,0.284,0.6597
"Espera... WHAT??? o_Ô ""United Airlines deniega el embarque a una mujer que viajaba con un pavo real como animal de apoyo emocional"" https://es.gizmodo.com/united-airlines-deniega-el-embarque-a-una-mujer-que-via-1822566344 … # geek # feedly",2018-01-30 15:16:27,0,0,0.066,0.811,0.123,0.3695
A woman tried to board a plane with an 'emotional support peacock.' United Airlines wouldn't let it fly. - The Wash https://www.washingtonpost.com/news/animalia/wp/2018/01/30/a-woman-tried-to-board-a-plane-with-her-emotional-support-peacock-united-wouldnt-let-it-fly/?hpid=hp_hp-more-top-stories-2_animalia-peacock-6pm%3Ahomepage%2Fstory&utm_term=.75e9a8b46be6 …,2018-01-30 15:16:22,0,0,0.0,0.693,0.307,0.7269
"I have an emotional support Honey Badger, United Airlines. I urge you to revisit this outrageous policy. # EmotionalSupportPeacock",2018-01-30 15:16:19,2,11,0.155,0.531,0.314,0.3818
@ DenverChannel @ denverpost 'Emotional support peacock' barred from # UnitedAirlines plane - BBC News http://www.bbc.com/news/world-us-canada-42880690 …,2018-01-30 15:16:15,0,0,0.0,0.699,0.301,0.5106
Emotional Support Peacock Denied Boarding By United Airlines http://ihe.art/PS1eLvx https://fb.me/9GdhmDp9f,2018-01-30 15:16:03,0,0,0.193,0.333,0.473,0.4939
United Airlines grounds peacock that woman tried to take on board as a support animal https://www.adn.com/nation-world/2018/01/30/united-grounds-peacock-that-woman-tried-to-take-on-board-as-a-support-animal/ …pic.twitter.com/6j8ZveLXs6,2018-01-30 15:15:53,8,13,0.0,0.703,0.297,0.6705
"Thank you @ united for forcing me to check my carry on, only to discover that there is an abundance of available overhead space . Will avoid u like the plague in the future",2018-01-30 15:15:31,0,1,0.059,0.73,0.211,0.6808
"'Emotional support peacock' barred from United Airlines plane - United Airlines refuses to let a woman in New Jersey board a plane with a peacock, citing its size. http://ow.ly/Qy2h50gjlAr",2018-01-30 15:15:30,0,0,0.0,0.68,0.32,0.836
"'Emotional support peacock' barred from United Airlines plane - United Airlines refuses to let a woman in New Jersey board a plane with a peacock, citing its size. http://ow.ly/pmQ650gjls5",2018-01-30 15:15:24,0,0,0.0,0.68,0.32,0.836
